,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,2020-05-21,7270,8600,6720,6770,922002,,6770.0,6770.0,6770.0,100.0,100.0,100.0,,,,6920.0,0,0,,,0,-100
1,2020-05-22,7000,7140,6520,6800,190014,0.4411764705882353,6785.0,6785.0,6785.0,100.2210759027266,100.2210759027266,100.2210759027266,21.213203435596427,6827.426406871193,6742.573593128807,6773.333333333333,0,1287028160,,,0,-100
2,2020-05-25,6890,6890,6500,6580,95835,-3.343465045592705,6716.666666666667,6716.666666666667,6716.666666666667,97.9652605459057,97.9652605459057,97.9652605459057,119.30353445448867,6955.273735575644,6478.0595977576895,6656.666666666667,0,637941650,,,0,-100
3,2020-05-26,6580,6600,6380,6520,54323,-0.9202453987730062,6667.5,6667.5,6667.5,97.78777652793401,97.78777652793401,97.78777652793401,138.4136313132972,6944.327262626594,6390.672737373406,6493.333333333333,0,352737346,,,0,-100
4,2020-05-27,6530,6700,6460,6620,80916,1.5105740181268883,6658.0,6658.0,6658.0,99.42925803544608,99.42925803544608,99.42925803544608,121.73742234826572,6901.474844696531,6414.525155303469,6536.666666666667,528920920,0,,,0,-100
5,2020-05-28,6620,6810,6250,6440,80830,-2.7950310559006213,6592.0,6621.666666666667,6621.666666666667,97.69417475728154,97.25648124842688,97.25648124842688,140.62953696384946,6902.925740594366,6340.407592738968,6436.666666666667,0,520275766,,,0,-100
6,2020-05-29,6440,6450,6200,6250,38127,-3.04,6482.0,6568.571428571428,6568.571428571428,96.42085775995064,95.15006524575902,95.15006524575902,190.30051422496408,6949.172457021356,6187.9704001215005,6296.666666666667,0,240073010,,,0,-100
7,2020-06-01,6300,6310,6170,6230,31643,-0.32102728731942215,6412.0,6526.25,6526.25,97.16157205240175,95.46063972419077,95.46063972419077,213.00150904898044,6952.253018097961,6100.246981902039,6233.333333333333,0,197241366,,,0,-100
8,2020-06-02,6230,6330,6200,6320,50739,1.4240506329113924,6372.0,6503.333333333333,6503.333333333333,99.18392969240428,97.18093285494619,97.18093285494619,210.77238908357998,6924.878111500493,6081.788555166173,6250.0,317118750,0,,,0,-100
9,2020-06-03,6390,6390,6210,6310,42833,-0.15847860538827258,6310.0,6484.0,6484.0,100.0,97.3164713140037,97.3164713140037,207.91023704153358,6899.820474083067,6068.179525916933,6303.333333333333,269990676,0,,,0,-100
10,2020-06-04,6330,6340,6190,6220,80723,-1.4469453376205788,6266.0,6460.0,6460.0,99.2658793488669,96.28482972136223,96.28482972136223,212.69696753832673,6885.393935076653,6034.606064923347,6246.666666666667,0,504249673,,,0,-100
11,2020-06-05,6230,6320,6170,6320,23655,1.5822784810126582,6280.0,6448.333333333333,6448.333333333333,100.63694267515923,98.0098216593435,98.0098216593435,206.7863778410127,6861.906089015359,6034.760577651307,6240.0,0,147607200,,,0,-100
12,2020-06-08,6320,6340,6180,6260,40556,-0.9584664536741214,6286.0,6433.846153846154,6433.846153846154,99.58638243716194,97.29794356767097,97.29794356767097,204.75751762912398,6843.361189104402,6024.3311185879065,6253.333333333333,253610186,0,,,0,-100
13,2020-06-09,6300,6920,6230,6530,172742,4.134762633996937,6328.0,6440.714285714285,6440.714285714285,103.19216182048041,101.38627037817456,101.38627037817456,198.3960408148031,6837.506367343892,6043.922204084679,6353.333333333333,1097487506,0,0.6346874678668359,38.82622705213878,0,-100
14,2020-06-10,6540,6560,6320,6350,60841,-2.8346456692913384,6336.0,6434.666666666667,6434.666666666667,100.2209595959596,98.68421052631578,98.68421052631578,192.6086582635766,6819.88398319382,6049.449350139514,6403.333333333333,389585203,0,0.7349112269105315,42.3601631894005,0,-100
15,2020-06-11,6420,8250,6410,7810,2071836,18.693982074263765,6654.0,6520.625,6520.625,117.37300871656147,119.77379468992619,119.77379468992619,390.955560134397,7302.536120268794,5738.713879731206,6880.0,14254231680,0,6.580813717724083,86.80880394591439,1,-100
16,2020-06-12,7210,7700,6620,7190,609713,-8.6230876216968,6828.0,6560.0,6560.0,105.30169888693615,109.60365853658536,109.60365853658536,411.88590653237964,7383.771813064759,5736.228186935241,7006.666666666667,4272055753,0,10.897549230849261,91.59490765201382,0,-100
17,2020-06-15,7390,7480,6370,6570,268084,-9.43683409436834,6890.0,6560.555555555556,6560.555555555556,95.355587808418,100.14395799813703,100.14395799813703,399.59497468167666,7359.745504918909,5761.365606192202,6776.666666666667,0,1816715906,6.241092781355215,86.18992974962484,0,-100
18,2020-06-16,6670,6970,6610,6730,163589,2.37741456166419,6930.0,6569.473684210527,6569.473684210527,97.11399711399712,102.44351866688031,102.44351866688031,390.27730432220375,7350.028292854934,5788.919075566119,6670.0,0,1091138630,4.616490512877872,82.19528729360209,0,-100
19,2020-06-17,6550,7550,6530,7090,516809,5.077574047954866,7078.0,6595.5,6595.5,100.16953941791466,107.4975361989235,107.4975361989235,397.2997675095697,7390.09953501914,5800.90046498086,6723.333333333333,3474679176,0,6.086715532659492,85.88909071640524,0,-100
20,2020-06-18,7010,7650,7010,7450,463286,4.832214765100671,7006.0,6629.5,6636.190476190476,106.33742506423064,112.37649898182367,112.26320321469576,439.83818794978185,7509.176375899564,5749.823624100436,7156.666666666667,3315583473,0,7.358182031713188,88.03567574616429,0,-100
21,2020-06-19,7750,7750,6520,6790,283372,-9.72017673048601,6926.0,6629.0,6643.181818181818,98.03638463759746,102.42872228088702,102.21005815942526,439.6398047205657,7508.2796094411315,5749.7203905588685,7020.0,0,1989271440,4.9818756257251495,83.28283530838581,0,-100
22,2020-06-22,6800,6800,6370,6410,79579,-5.928237129485179,6894.0,6620.5,6633.04347826087,92.97940237888018,96.82048183671928,96.63738856843209,442.27254040919183,7505.045080818383,5735.954919181617,6526.666666666667,0,519385606,4.503224195373944,81.82883407075059,0,-100
23,2020-06-23,6500,6500,6230,6300,96035,-1.746031746031746,6808.0,6609.5,6619.166666666667,92.53819036427731,95.31734624404267,95.1781442779806,447.60738200017755,7504.714764000355,5714.285235999645,6343.333333333333,0,609182016,4.05196981954792,80.20574081557982,0,-100
24,2020-06-24,6390,6500,6300,6440,64640,2.1739130434782608,6678.0,6600.5,6612.0,96.43605870020964,97.5683660328763,97.39866908650939,449.1919645904541,7498.883929180908,5702.116070819092,6376.666666666667,412187733,0,4.449713631141938,81.6504119723726,0,-100
25,2020-06-25,6420,6420,6200,6230,69259,-3.3707865168539324,6434.0,6590.0,6597.307692307692,96.82934410941871,94.53717754172989,94.43246079403019,455.5505633730178,7501.101126746035,5678.898873253965,6283.333333333333,0,435177383,4.251659070546606,80.95839835437152,0,-100
26,2020-06-26,6260,6390,6230,6380,29195,2.3510971786833856,6352.0,6596.5,6589.259259259259,100.44080604534005,96.71795649207914,96.82423697375077,451.35206237539956,7499.204124750799,5693.795875249201,6290.0,183636550,0,4.2408286985726455,80.91904815983867,0,-100
27,2020-06-29,6300,6300,6130,6160,41921,-3.571428571428571,6302.0,6593.0,6573.928571428572,97.74674706442399,93.43242833308054,93.70348237083718,454.60335516394514,7502.2067103278905,5683.7932896721095,6196.666666666667,0,259770463,3.9136085129912193,79.64835828177858,0,-100
28,2020-06-30,6190,6290,6170,6200,18275,0.6451612903225806,6282.0,6587.0,6561.0344827586205,98.69468322190386,94.12479125550325,94.49729332001893,459.16514630244706,7505.330292604895,5668.669707395105,6186.666666666667,0,113061333,3.7918497790410997,79.13123227748365,0,-100
29,2020-07-01,6200,7160,6200,6370,714057,2.6687598116169546,6268.0,6590.0,6554.666666666667,101.62731333758774,96.66160849772383,97.1826688364524,457.4529023787444,7504.905804757489,5675.094195242511,6256.666666666667,4467616630,0,2.359739637678421,70.23578884550115,0,-100
30,2020-07-02,6500,6720,6360,6450,50297,1.2403100775193798,6312.0,6601.5,6551.290322580645,102.18631178707224,97.7050670302204,98.45388743906642,450.5000146036568,7502.500029207314,5700.499970792686,6436.666666666667,323745023,0,1.7819693045453036,64.05424034096436,0,-100
31,2020-07-03,6420,6470,6330,6370,29619,-1.2558869701726845,6310.0,6604.0,6545.625,100.95087163232964,96.45669291338582,97.31691014990929,448.99185316721116,7501.983706334422,5706.016293665578,6373.333333333333,0,188771760,2.3392265082141876,70.05294496973798,0,-100
32,2020-07-06,6370,6660,6320,6530,37292,2.4502297090352223,6384.0,6617.5,6545.151515151515,102.28696741854637,98.67774839440877,99.7685078012871,442.11066726020465,7501.721334520409,5733.278665479591,6406.666666666667,238917413,0,3.0176215531403576,75.10965164903712,0,-100
33,2020-07-07,6650,6890,6510,6700,101206,2.5373134328358207,6484.0,6626.0,6549.705882352941,103.33127698951266,101.11681255659524,102.29466972023889,441.97404067612297,7509.948081352246,5742.051918647754,6620.0,669983720,0,2.3359801244498932,70.02380222019755,0,-100
34,2020-07-08,6750,6750,6550,6610,38061,-1.361573373676248,6532.0,6639.0,6551.428571428572,101.19412124923454,99.56318722699201,100.89402529437419,437.22690724731586,7513.453814494632,5764.546185505368,6636.666666666667,252598170,0,1.5915650138793946,61.41327751206717,0,-100
35,2020-07-09,6660,6890,6610,6760,61068,2.2189349112426036,6594.0,6586.5,6557.222222222223,102.51744009705791,102.63417596599105,103.09243412691688,341.8567721013863,7270.213544202773,5902.786455797227,6676.666666666667,407730680,0,3.2730706137570813,76.59762521170336,0,-100
36,2020-07-10,6760,6760,6470,6550,50030,-3.2061068702290076,6630.0,6554.5,6557.027027027027,98.79336349924586,99.93134487756504,99.89283211739006,310.948887321238,7176.397774642476,5932.602225357524,6593.333333333333,0,329864466,3.5935103736708562,78.23015692460795,0,-100
37,2020-07-13,6550,6550,6390,6440,27662,-1.7080745341614907,6612.0,6548.0,6553.9473684210525,97.39866908650939,98.35064141722664,98.26139329451917,311.96491030748643,7171.929820614972,5924.070179385028,6460.0,0,178696520,4.621153376167345,82.2100566720023,0,-100
38,2020-07-14,6450,6650,6260,6600,77622,2.4242424242424243,6592.0,6541.5,6555.128205128205,100.12135922330097,100.89429030038981,100.68452963035399,309.31630889328903,7160.132617786578,5922.867382213422,6436.666666666667,0,499626940,3.2640048931632664,76.54786931404887,0,-100
39,2020-07-15,6850,8580,6600,8280,4361962,20.28985507246377,6926.0,6601.0,6598.25,119.54952353450766,125.4355400696864,125.48781873981738,484.96228827882265,7570.924576557645,5631.075423442355,7243.333333333333,31595144753,0,24.295821054149407,96.04677785370416,1,0
40,2020-07-16,7710,7960,7210,7450,999804,-11.140939597315436,7064.0,6601.0,6619.024390243902,105.4643261608154,112.86168762308742,112.55435183138036,484.96228827882265,7570.924576557645,5631.075423442355,7456.666666666667,7455205160,0,28.928008636627318,96.65864838472362,0,-100
41,2020-07-17,7550,7940,7390,7450,810638,0.0,7244.0,6634.0,6638.809523809524,102.84373274434013,112.30027132951462,112.21891475092349,519.710445698777,7673.420891397554,5594.579108602446,7463.333333333333,6050061606,0,39.282578224800226,97.51753724794024,0,-100
42,2020-07-20,7410,7470,7150,7340,203042,-1.4986376021798364,7424.0,6680.5,6655.116279069767,98.86853448275862,109.87201556769703,110.29108571827935,539.8291640100504,7760.158328020101,5600.841671979899,7300.0,0,1482206600,19.207842164896515,95.0514261154656,0,-100
43,2020-07-21,7340,7350,7120,7200,137061,-1.9444444444444444,7544.0,6725.5,6667.5,95.44008483563097,107.05523752880825,107.98650168728909,543.9376415497803,7813.375283099561,5637.624716900439,7220.0,0,989580420,12.809111746020877,92.75840460710188,0,-100
44,2020-07-22,7110,7720,7090,7360,467812,2.1739130434782608,7360.0,6771.5,6682.888888888889,100.0,108.6908365945507,110.13201210388056,557.2609234838792,7886.021846967758,5656.978153032242,7186.666666666667,0,3362008906,6.637926857014469,86.90744204912585,0,-100
45,2020-07-23,7330,7580,7200,7320,161619,-0.546448087431694,7334.0,6826.0,6696.739130434783,99.80910826288519,107.23703486668622,109.30693069306929,554.8105413941826,7935.621082788365,5716.378917211635,7283.333333333333,1177125050,0,6.993113048346903,87.48922986636833,0,-100
46,2020-07-24,7320,7400,7140,7180,105610,-1.9498607242339834,7280.0,6866.0,6707.021276595745,98.62637362637363,104.57325953976112,107.05199378231767,549.778902928499,7965.557805856998,5766.442194143002,7213.333333333333,0,761800133,6.261073333082068,86.22793140727673,0,-100
47,2020-07-27,7250,7320,7160,7240,65342,0.8287292817679558,7260.0,6920.0,6718.125,99.72451790633609,104.62427745664739,107.76816448041677,529.4485711319703,7978.897142263941,5861.102857736059,7216.666666666667,471551433,0,6.234976814902245,86.17825563807959,0,-100
48,2020-07-28,7370,7810,7250,7320,447854,1.092896174863388,7284.0,6976.0,6730.408163265306,100.49423393739703,104.93119266055047,108.76012007641226,508.08619243920555,7992.172384878411,5959.827615121589,7313.333333333333,3275305586,0,6.632503549218067,86.89813907649676,0,-100
49,2020-07-29,7360,7530,7230,7270,121363,-0.6877579092159559,7266.0,7021.0,6741.2,100.05505092210294,103.54650334710156,107.84430071797306,491.16295934402467,8003.32591868805,6038.67408131195,7286.666666666667,0,884331726,5.893462729681207,85.49350247888776,0,-100
50,2020-07-30,7780,9400,7750,8170,2711416,11.015911872705018,7436.0,7107.0,6769.21568627451,109.8708983324368,114.95708456451385,120.69345074298295,534.5839503763663,8176.167900752733,6037.832099247267,7900.0,21420186400,0,8.75734000369095,89.75130517516325,0,-100
51,2020-07-31,8210,8650,7900,8150,415338,-0.245398773006135,7630.0,7196.0,6795.7692307692305,106.81520314547836,113.2573652028905,119.92755673778936,553.2716093242196,8302.54321864844,6089.4567813515605,8086.666666666667,3358699960,0,9.374367684156713,90.36085831498765,0,-100
52,2020-08-03,8440,8440,7900,8100,160289,-0.6172839506172839,7802.0,7274.5,6820.377358490566,103.81953345296078,111.34785895937864,118.76175722031648,565.0568206174644,8404.61364123493,6144.386358765071,8146.666666666667,1305821053,0,10.175111737525953,91.05154361327766,0,-100
53,2020-08-04,8050,8180,7860,8120,123299,0.24630541871921183,7962.0,7345.5,6844.444444444444,101.98442602361214,110.5438703968416,118.63636363636363,578.1319736421522,8501.763947284304,6189.236052715696,8010.0,0,987624990,5.257003697623839,84.01790939679707,0,-100
54,2020-08-05,8150,8150,7840,7840,85651,-3.571428571428571,8076.0,7407.0,6862.545454545455,97.07776126795443,105.8458215201836,114.2433234421365,560.940000544201,8528.880001088402,6285.119998911598,7943.333333333333,0,680354443,4.051063287467636,80.2021882703166,0,-100
55,2020-08-06,7780,7990,7700,7810,79541,-0.3841229193341869,8004.0,7459.5,6879.464285714285,97.57621189405297,104.69870634761043,113.52628163530176,546.1393209564193,8551.778641912839,6367.221358087161,7763.333333333333,0,617503296,3.1753595445419287,76.04996673143489,0,-100
56,2020-08-07,7900,7910,7640,7700,59810,-1.4285714285714286,7914.0,7517.0,6893.859649122807,97.29593126105635,102.43448184116004,111.69359969461763,504.27749253133067,8525.554985062661,6508.445014937339,7746.666666666667,0,463328133,3.545255344103583,77.99903582320697,0,-100
