,index,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,0,2018-01-02,164000,170000,162500,164000,8528,,164000.0,164000.0,164000.0,100.0,100.0,100.0,,,,163500.0,0.0,0.0,,,0.0,-100
1,1,2018-01-03,161500,161500,159000,161500,2235,-1.547987616099071,162750.0,162750.0,162750.0,99.23195084485408,99.23195084485408,99.23195084485408,1767.7669529663688,166285.53390593274,159214.46609406726,160666.66666666666,0.0,359090000.0,,,0.0,-100
2,2,2018-01-04,161500,163000,159000,159000,3419,-1.572327044025157,161500.0,161500.0,161500.0,98.45201238390094,98.45201238390094,98.45201238390094,2500.0,166500.0,156500.0,159833.33333333334,0.0,546470166.0,,,0.0,-100
3,3,2018-01-05,156500,162000,156500,162000,2821,1.851851851851852,161625.0,161625.0,161625.0,100.23201856148492,100.23201856148492,100.23201856148492,2056.493779875511,165737.98755975105,157512.01244024895,158333.33333333334,0.0,446658333.0,,,0.0,-100
4,4,2018-01-08,162000,162000,159500,161500,801,-0.3095975232198142,161600.0,161600.0,161600.0,99.9381188118812,99.9381188118812,99.9381188118812,1781.8529681205462,165163.70593624108,158036.29406375892,161000.0,128961000.0,0.0,,,0.0,-100
5,5,2018-01-09,161500,162500,159500,162000,520,0.3086419753086419,161200.0,161666.66666666666,161666.66666666666,100.49627791563276,100.20618556701032,100.20618556701032,1602.0819787597222,164870.8306241861,158462.5027091472,161000.0,0.0,83720000.0,,,0.0,-100
6,6,2018-01-10,162000,163500,159500,163500,1665,0.9174311926605504,161600.0,161928.57142857142,161928.57142857142,101.17574257425744,100.97044552271726,100.97044552271726,1618.347187425376,165165.26580342217,158691.87705372067,161666.66666666666,269175000.0,0.0,,,0.0,-100
7,7,2018-01-11,163500,166000,161500,164000,1550,0.3048780487804878,162600.0,162187.5,162187.5,100.86100861008612,101.11753371868978,101.11753371868978,1667.708008015794,165522.91601603158,158852.08398396842,163000.0,252650000.0,0.0,,,0.0,-100
8,8,2018-01-12,163500,165000,162500,164000,1344,0.0,163000.0,162388.88888888888,162388.88888888888,100.61349693251532,100.99213137187822,100.99213137187822,1672.9049916570636,165734.698872203,159043.07890557474,163333.33333333334,219520000.0,0.0,,,0.0,-100
9,9,2018-01-15,163000,163500,161500,163000,767,-0.6134969325153374,163300.0,162450.0,162450.0,99.8162890385793,100.33856571252691,100.33856571252691,1589.0248582070733,165628.04971641416,159271.95028358584,162500.0,0.0,124637500.0,,,0.0,-100
10,10,2018-01-16,162500,163000,161000,162500,2913,-0.3076923076923077,163400.0,162454.54545454544,162454.54545454544,99.44920440636474,100.02797985450476,100.02797985450476,1507.5567228888208,165469.6589003231,159439.4320087678,162000.0,0.0,471906000.0,,,0.0,-100
