,index,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,0,2018-01-02,9013,9091,8945,9033,1950284,,9033.0,9033.0,9033.0,100.0,100.0,100.0,,,,8997.0,0.0,0.0,,,0.0,-100
1,1,2018-01-03,9042,9208,9042,9131,2406458,1.0732668930018618,9082.0,9082.0,9082.0,100.5395287381634,100.5395287381634,100.5395287381634,69.29646455628166,9220.592929112565,8943.407070887437,9071.666666666666,21830584823.0,0.0,,,0.0,-100
2,2,2018-01-04,9218,9316,9120,9219,3017450,0.954550385074303,9127.666666666666,9127.666666666666,9127.666666666666,101.00062082313843,101.00062082313843,101.00062082313843,93.04479208066068,9313.756250827988,8941.577082505344,9185.666666666666,27717289883.0,0.0,,,0.0,-100
3,3,2018-01-05,9179,9267,8915,9111,3572831,-1.1853803095159698,9123.5,9123.5,9123.5,99.86299117663178,99.86299117663178,99.86299117663178,76.42643521714214,9276.352870434284,8970.647129565716,9068.333333333334,0.0,32399622451.0,,,0.0,-100
4,4,2018-01-08,9189,9394,9101,9346,3720179,2.5144446822169915,9168.0,9168.0,9168.0,101.94153577661432,101.94153577661432,101.94153577661432,119.5073219514186,9407.014643902838,8928.985356097162,9212.0,34270288948.0,0.0,,,0.0,-100
5,5,2018-01-09,9365,9512,9306,9404,2818075,0.616758826031476,9242.2,9207.333333333334,9207.333333333334,101.7506654259808,102.13597856780828,102.13597856780828,143.9036714843185,9495.140676301971,8919.525990364697,9358.333333333334,26372485208.0,0.0,,,0.0,-100
6,6,2018-01-10,9443,9443,9287,9424,1847270,0.2122241086587436,9300.8,9238.285714285714,9238.285714285714,101.32461723722692,102.01026782952928,102.01026782952928,154.8006398411777,9547.88699396807,8928.684434603358,9384.666666666666,17336013193.0,0.0,,,0.0,-100
7,7,2018-01-11,9443,9639,9336,9483,4414053,0.6221659812295688,9353.6,9268.875,9268.875,101.38342456380433,102.31015090828176,102.31015090828176,167.40834379274054,9603.69168758548,8934.05831241452,9420.666666666666,41583321962.0,0.0,,,0.0,-100
8,8,2018-01-12,9560,9766,9512,9620,5534819,1.424116424116424,9455.4,9307.888888888889,9307.888888888889,101.7408041965438,103.3531890511036,103.3531890511036,195.5022023178021,9698.893293524492,8916.884484253285,9564.0,52935008916.0,0.0,,,0.0,-100
9,9,2018-01-15,9746,9873,9658,9668,3208675,0.4964832436905255,9519.8,9343.9,9343.9,101.5567553940209,103.46857307976327,103.46857307976327,216.6617691754174,9777.223538350834,8910.576461649165,9690.666666666666,31094199866.0,0.0,,,0.0,-100
