,index,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,0,2018-01-02,5400,5400,5260,5320,7396,,5320.0,5320.0,5320.0,100.0,100.0,100.0,,,,5326.666666666667,0.0,0.0,,,0.0,-100
1,1,2018-01-03,5320,5420,5310,5370,2432,0.931098696461825,5345.0,5345.0,5345.0,100.46772684752104,100.46772684752104,100.46772684752104,35.35533905932738,5415.710678118655,5274.289321881345,5333.333333333333,12970666.0,0.0,,,0.0,-100
2,2,2018-01-04,5380,5400,5280,5380,175,0.1858736059479553,5356.666666666667,5356.666666666667,5356.666666666667,100.43559427504668,100.43559427504668,100.43559427504668,32.1455025366431,5420.957671739953,5292.375661593381,5346.666666666667,935666.0,0.0,,,0.0,-100
3,3,2018-01-05,5380,5400,5270,5370,1875,-0.186219739292365,5360.0,5360.0,5360.0,100.18656716417912,100.18656716417912,100.18656716417912,27.08012801545312,5414.160256030907,5305.839743969093,5340.0,0.0,10012500.0,,,0.0,-100
4,4,2018-01-08,5290,5360,5250,5360,231,-0.1865671641791044,5360.0,5360.0,5360.0,100.0,100.0,100.0,23.452078799117075,5406.904157598234,5313.095842401766,5300.0,0.0,1224300.0,,,0.0,-100
5,5,2018-01-09,5350,5410,5340,5390,1892,0.5565862708719851,5374.0,5365.0,5365.0,100.29772981019724,100.46598322460392,100.46598322460392,24.289915602982184,5413.579831205964,5316.420168794036,5360.0,10141120.0,0.0,,,0.0,-100
6,6,2018-01-10,5420,5420,5260,5420,4540,0.5535055350553505,5384.0,5372.857142857143,5372.857142857143,100.66864784546806,100.8774262164318,100.8774262164318,30.394235042348395,5433.64561294184,5312.068672772446,5366.666666666667,24364666.0,0.0,,,0.0,-100
7,7,2018-01-11,5410,5590,5300,5590,2418,3.041144901610018,5426.0,5400.0,5400.0,103.02248433468486,103.51851851851852,103.51851851851852,81.76621726430956,5563.532434528619,5236.467565471381,5433.333333333333,13137800.0,0.0,,,1.0,-100
8,8,2018-01-12,5570,5590,5320,5340,3792,-4.681647940074907,5420.0,5393.333333333333,5393.333333333333,98.5239852398524,99.01112484548828,99.01112484548828,79.05694150420942,5551.447216341752,5235.219450324914,5410.0,0.0,20514720.0,,,0.0,-100
9,9,2018-01-15,5340,5370,5250,5320,2088,-0.3759398496240601,5412.0,5386.0,5386.0,98.30007390983,98.7746008169328,98.7746008169328,78.05980613179436,5542.119612263588,5229.880387736412,5303.333333333333,0.0,11073360.0,,,0.0,-100
10,10,2018-01-16,5260,5340,5220,5340,1547,0.3745318352059925,5402.0,5381.818181818182,5381.818181818182,98.85227693446872,99.22297297297295,99.22297297297295,75.3416460953942,5532.50147400897,5231.134889627394,5273.333333333333,0.0,8157846.0,,,0.0,-100
11,11,2018-01-17,5350,5350,5220,5310,1222,-0.5649717514124294,5380.0,5375.833333333333,5375.833333333333,98.69888475836431,98.77538366144783,98.77538366144783,74.76731582149723,5525.367964976327,5226.298701690339,5293.333333333333,6468453.0,0.0,,,0.0,-100
