,index,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,0,2018-01-02,8700,9910,8590,9900,943362,,9900.0,9900.0,9900.0,100.0,100.0,100.0,,,,9063.333333333334,0.0,0.0,,,0.0,-100
1,1,2018-01-03,10150,11000,9980,10450,863304,5.263157894736842,10175.0,10175.0,10175.0,102.7027027027027,102.7027027027027,102.7027027027027,388.9087296526012,10952.817459305204,9397.182540694796,10193.333333333334,8799945440.0,0.0,,,0.0,-100
2,2,2018-01-04,10550,11150,10250,10550,605471,0.9478672985781992,10300.0,10300.0,10300.0,102.4271844660194,102.4271844660194,102.4271844660194,350.0,11000.0,9600.0,10450.0,6327171950.0,0.0,,,0.0,-100
3,3,2018-01-05,10550,11150,10050,10600,548710,0.4716981132075472,10375.0,10375.0,10375.0,102.1686746987952,102.1686746987952,102.1686746987952,322.7486121839514,11020.497224367902,9729.502775632098,10400.0,0.0,5706584000.0,,,0.0,-100
4,4,2018-01-08,10600,11150,10450,10650,439034,0.4694835680751174,10430.0,10430.0,10430.0,102.10930009587727,102.10930009587727,102.10930009587727,305.3686296920494,11040.7372593841,9819.2627406159,10566.666666666666,4639125933.0,0.0,,,0.0,-100
5,5,2018-01-09,10600,10650,9970,10250,467734,-3.902439024390244,10500.0,10400.0,10400.0,97.61904761904762,98.5576923076923,98.5576923076923,282.842712474619,10965.68542494924,9834.31457505076,10273.333333333334,0.0,4805187293.0,,,0.0,-100
6,6,2018-01-10,10150,11000,9990,10450,659508,1.9138755980861244,10500.0,10407.142857142857,10407.142857142857,99.52380952380952,100.4118050789293,100.4118050789293,258.889570133309,10924.921997409474,9889.36371687624,10196.666666666666,0.0,6724783240.0,,,0.0,-100
7,7,2018-01-11,10300,10650,10050,10550,250466,0.9478672985781992,10500.0,10425.0,10425.0,100.47619047619048,101.19904076738608,101.19904076738608,244.94897427831785,10914.897948556636,9935.102051443364,10300.0,2579799800.0,0.0,,,0.0,-100
8,8,2018-01-12,10950,12000,10450,10700,2245649,1.4018691588785046,10520.0,10455.555555555557,10455.555555555557,101.7110266159696,102.33793836344316,102.33793836344316,246.78488158268084,10949.125318720917,9961.985792390193,10700.0,24028444300.0,0.0,,,0.0,-100
9,9,2018-01-15,11000,11900,10700,11650,794634,8.15450643776824,10720.0,10575.0,10575.0,108.67537313432835,110.16548463356976,110.16548463356976,443.6277218068723,11462.255443613743,9687.744556386257,11116.666666666666,8833681300.0,0.0,,,1.0,-100
10,10,2018-01-16,11800,11850,11000,11450,465817,-1.7467248908296942,10960.0,10654.545454545454,10654.545454545454,104.47080291970804,107.46587030716724,107.46587030716724,496.716491297876,11647.978437141206,9661.112471949702,11416.666666666666,5318077416.0,0.0,,,0.0,-100
11,11,2018-01-17,11250,11600,10650,10850,425699,-5.529953917050691,11040.0,10670.833333333334,10670.833333333334,98.27898550724638,101.6790316282702,101.6790316282702,476.9497464157632,11624.73282616486,9716.933840501808,10916.666666666666,0.0,4647214083.0,,,0.0,-100
12,12,2018-01-18,10800,12350,10550,12350,1281710,12.145748987854253,11400.0,10800.0,10800.0,108.33333333333331,114.35185185185186,114.35185185185186,652.239730978317,12104.479461956636,9495.520538043364,11233.333333333334,14397875666.0,0.0,,,1.0,-100
13,13,2018-01-19,12700,13350,11750,12600,1402010,1.984126984126984,11780.0,10928.57142857143,10928.57142857143,106.9609507640068,115.2941176470588,115.2941176470588,790.0132145229471,12508.597857617324,9348.544999525537,12350.0,17314823500.0,0.0,4.214947933490799,80.82435313346232,1.0,-100
14,14,2018-01-22,12600,13200,11950,12500,788752,-0.8,11950.0,11033.333333333334,11033.333333333334,104.60251046025104,113.2930513595166,113.2930513595166,862.6509529738362,12758.635239281006,9308.031427385662,12350.0,0.0,9741087200.0,2.916659789428461,74.46804027505475,0.0,-100
15,15,2018-01-23,12450,13100,12200,13050,618073,4.21455938697318,12270.0,11159.375,11159.375,106.35696821515891,116.94203304396528,116.94203304396528,974.032639767957,13107.440279535916,9211.309720464084,12566.666666666666,7767117366.0,0.0,2.884001045306141,74.25335399411102,0.0,-100
16,16,2018-01-24,13250,14300,13100,14000,967333,6.785714285714286,12900.0,11326.470588235294,11326.470588235294,108.52713178294572,123.604258634121,123.604258634121,1167.9466018212838,13662.363791877862,8990.577384592725,13450.0,13010628850.0,0.0,3.095336614356187,75.58198277292998,1.0,-100
17,17,2018-01-25,14050,15600,13650,15500,1166590,9.67741935483871,13530.0,11558.333333333334,11558.333333333334,114.560236511456,134.10237923576062,134.10237923576062,1500.5146176052606,14559.362568543856,8557.304098122813,14400.0,16798896000.0,0.0,4.425004527508656,81.56683566014951,1.0,-100
18,18,2018-01-26,15250,15700,14950,15600,537602,0.641025641025641,14130.0,11771.052631578948,11771.052631578948,110.40339702760085,132.52850435949028,132.52850435949028,1728.062160458749,15227.176952496444,8314.92831066145,15266.666666666666,8207390533.0,0.0,4.562678236054194,82.02304793546111,1.0,-100
19,19,2018-01-29,15300,16000,14350,15200,796521,-2.631578947368421,14670.0,11942.5,11942.5,103.61281526925698,127.27653338915638,127.27653338915638,1848.4897818717347,15639.479563743467,8245.520436256531,14950.0,0.0,11907988950.0,3.5812504650308767,78.1718985322218,0.0,-100
20,20,2018-01-30,15200,15200,13850,14700,542126,-3.401360544217688,15000.0,12182.5,12073.809523809525,98.0,120.6648881592448,121.75113389863932,1880.6686241026653,15943.837248205333,8421.162751794669,14583.333333333334,0.0,7906004166.0,3.457567300936909,77.56623888124324,0.0,-100
21,21,2018-01-31,14200,14550,13450,14000,502622,-5.0,15000.0,12360.0,12161.363636363636,93.33333333333331,113.2686084142395,115.11866940758738,1876.068116819688,16112.136233639376,8607.863766360624,13883.333333333334,0.0,6978068766.0,2.809031442183009,73.74660684273884,0.0,-100
22,22,2018-02-01,14000,14200,13000,13700,580011,-2.18978102189781,14640.0,12517.5,12228.260869565218,93.5792349726776,109.44677451567806,112.03555555555556,1848.1338382840488,16213.767676568095,8821.232323431903,13566.666666666666,0.0,7868815900.0,1.8685020295558328,65.13859883324389,0.0,-100
23,23,2018-02-02,13700,14100,13300,14100,295669,2.8368794326241136,14340.0,12692.5,12306.25,98.32635983263596,111.08922592081936,114.57592686642964,1822.539798135963,16337.579596271926,9047.420403728074,13700.0,4050665300.0,0.0,1.770987329184161,63.911780127323,0.0,-100
24,24,2018-02-05,13450,13900,13000,13000,360755,-8.461538461538462,13900.0,12810.0,12334.0,93.5251798561151,101.4832162373146,105.3997081238852,1758.5580217295867,16327.116043459171,9292.883956540829,13150.0,0.0,4743928250.0,1.5159450956695493,60.253504668237696,0.0,-100
25,25,2018-02-06,12150,13500,11900,13350,662860,2.621722846441948,13630.0,12965.0,12373.076923076924,97.9457079970653,102.96953335904358,107.89555486478083,1654.5869257119268,16274.173851423851,9655.826148576149,12466.666666666666,0.0,8263654666.0,1.4204500854088924,58.68536988107037,0.0,-100
26,26,2018-02-07,13750,13800,12450,12600,369518,-5.952380952380952,13350.0,13072.5,12381.481481481482,94.3820224719101,96.3855421686747,101.76488184265628,1549.063808953824,16170.627617907649,9974.372382092351,12933.333333333334,4779099466.0,0.0,1.252903456804714,55.61283387534515,0.0,-100
27,27,2018-02-08,12450,13100,12150,13000,403786,3.076923076923077,13210.0,13195.0,12403.57142857143,98.4102952308857,98.52216748768473,104.80852289087244,1431.4971919379789,16057.994383875955,10332.005616124045,12533.333333333334,0.0,5060784533.0,0.8742357434278466,46.64491894861264,0.0,-100
