,index,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,0,2018-01-02,4336,4368,4277,4309,51723,,4309.0,4309.0,4309.0,100.0,100.0,100.0,,,,4307.333333333333,0.0,0.0,,,0.0,-100
1,1,2018-01-03,4290,4432,4290,4382,53994,1.6659059790050206,4345.5,4345.5,4345.5,100.83994937291452,100.83994937291452,100.83994937291452,51.61879502661797,4448.737590053236,4242.262409946764,4320.666666666667,233290076.0,0.0,,,0.0,-100
2,2,2018-01-04,4381,4432,4304,4346,64462,-0.8283479061205707,4345.666666666667,4345.666666666667,4345.666666666667,100.00767047633656,100.00767047633656,100.00767047633656,36.50114153466071,4418.6689497359885,4272.6643835973455,4343.666666666667,280001440.0,0.0,,,0.0,-100
3,3,2018-01-05,4313,4404,4218,4223,111399,-2.912621359223301,4315.0,4315.0,4315.0,97.86790266512166,97.86790266512166,97.86790266512166,68.19090848492935,4451.381816969859,4178.618183030141,4251.333333333333,0.0,473594281.0,,,0.0,-100
4,4,2018-01-08,4186,4186,4090,4091,76211,-3.226594964556343,4270.2,4270.2,4270.2,95.80347524706104,95.80347524706104,95.80347524706104,116.28714460334812,4502.774289206696,4037.625710793304,4122.333333333333,0.0,314167145.0,,,0.0,-100
5,5,2018-01-09,4081,4099,3949,3972,158825,-2.9959718026183286,4202.8,4220.5,4220.5,94.50842295612448,94.1120720293804,94.1120720293804,160.12089182864298,4540.741783657286,3900.258216342714,4000.6666666666665,0.0,635405883.0,,,0.0,-100
6,6,2018-01-10,4040,4136,4004,4109,110902,3.33414456072037,4148.2,4204.571428571428,4204.571428571428,99.05501181235236,97.726963848872,97.726963848872,152.12369653548075,4508.81882164239,3900.324035500467,4051.0,449264002.0,0.0,,,0.0,-100
7,7,2018-01-11,4140,4250,4113,4205,76119,2.2829964328180736,4120.0,4204.625,4204.625,102.0631067961165,100.0089187501858,100.0089187501858,140.8392574127378,4486.303514825476,3922.946485174524,4152.666666666667,316096834.0,0.0,,,0.0,-100
8,8,2018-01-12,4159,4231,4063,4082,61458,-3.013228809407153,4091.8,4191.0,4191.0,99.760496602962,97.3991887377714,97.3991887377714,137.93839204514452,4466.876784090289,3915.123215909711,4101.333333333333,0.0,252059743.0,,,0.0,-100
9,9,2018-01-15,4086,4122,4031,4032,32735,-1.2400793650793651,4080.0,4175.1,4175.1,98.82352941176472,96.57253718473808,96.57253718473808,139.43094666855305,4453.961893337107,3896.238106662894,4049.6666666666665,0.0,132565838.0,,,0.0,-100
10,10,2018-01-16,4095,4199,4090,4186,95717,3.678929765886288,4122.8,4176.090909090909,4176.090909090909,101.53293877947024,100.23728149422035,100.23728149422035,132.31663126414196,4440.724171619193,3911.457646562625,4123.666666666667,394705002.0,0.0,,,0.0,-100
11,11,2018-01-17,4204,4204,4049,4095,43344,-2.2222222222222223,4120.0,4169.333333333333,4169.333333333333,99.39320388349516,98.21714102974096,98.21714102974096,128.31235562509403,4425.958044583521,3912.708622083145,4116.0,0.0,178403904.0,,,0.0,-100
