,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,2018-01-02,12126,12364,11929,12365,534253,,12365.0,12365.0,12365.0,100.0,100.0,100.0,,,,12140.0,0,0,,,0,-100
1,2018-01-03,12285,12720,12285,12405,581009,0.32245062474808545,12385.0,12385.0,12385.0,100.16148566814695,100.16148566814695,100.16148566814695,28.284271247461902,12441.568542494924,12328.431457505076,12325.0,7160935925,0,,,0,-100
2,2018-01-04,12523,12879,12403,12801,729061,3.093508319662526,12523.666666666666,12523.666666666666,12523.666666666666,102.21447392936041,102.21447392936041,102.21447392936041,241.00899015043703,13005.68464696754,12041.648686365792,12575.666666666666,9168428115,0,,,0,-100
3,2018-01-05,12800,12919,12641,12801,442379,0.0,12593.0,12593.0,12593.0,101.65171126816486,101.65171126816486,101.65171126816486,240.7322163732975,13074.464432746596,12111.535567253404,12747.333333333334,5639152572,0,,,0,-100
4,2018-01-08,12761,12998,12761,12801,630771,0.0,12634.6,12634.6,12634.6,101.31701834644547,101.31701834644547,101.31701834644547,228.29104231222055,13091.18208462444,12178.01791537556,12774.333333333334,8057679011,0,,,0,-100
5,2018-01-09,12800,13157,12800,13078,601001,2.118060865575776,12777.2,12708.5,12708.5,102.35419340700622,102.9075028524216,102.9075028524216,272.87487975260757,13254.249759505215,12162.750240494785,12892.666666666666,7748505559,0,,,0,-100
6,2018-01-10,13275,13949,13236,13633,2060863,4.071004181031321,13022.8,12840.57142857143,12840.57142857143,104.68562828270419,106.17128743714119,106.17128743714119,429.1277421090589,13698.826912789547,11982.315944353311,13381.333333333334,27577094757,0,,,0,-100
7,2018-01-11,13712,13791,13395,13475,636162,-1.1725417439703154,13157.6,12919.875,12919.875,102.41229403538638,104.29667469693011,104.29667469693011,456.2409881693162,13832.356976338633,12007.393023661367,13527.333333333334,8605575428,0,,,0,-100
8,2018-01-12,13474,13910,13474,13633,760694,1.1589525416269346,13324.0,12999.111111111111,12999.111111111111,102.31912338637046,104.87640180525165,104.87640180525165,488.509581391308,13976.130273893727,12022.091948328496,13527.0,0,10289907738,,,0,-100
9,2018-01-15,13712,13870,13316,13395,390927,-1.776782381485629,13442.8,13038.7,13038.7,99.64441931740411,102.73263438839761,102.73263438839761,477.282597396739,13993.26519479348,12084.134805206522,13474.333333333334,0,5267480707,,,0,-100
10,2018-01-16,13316,13633,12958,13039,700137,-2.7302707262826904,13435.0,13038.727272727272,13038.727272727272,97.05247487904727,100.00209167096621,100.00209167096621,452.79003763534604,13944.307347997965,12133.14719745658,13104.333333333334,0,9174828627,,,0,-100
11,2018-01-17,12998,13038,11333,12682,4058185,-2.8150134048257374,13244.8,13009.0,13009.0,95.75078521381977,97.48635559996926,97.48635559996926,443.8302296230763,13896.660459246152,12121.339540753848,12337.666666666666,0,50068533801,,,0,-100
12,2018-01-18,12641,12681,12245,12365,799230,-2.563687828548322,13022.8,12959.461538461539,12959.461538461539,94.94885892434807,95.4129148290824,95.4129148290824,460.9475052151847,13881.356548891908,12037.56652803117,12417.0,9924038910,0,,,0,-100
13,2018-01-19,12285,12483,12126,12444,533497,0.6348441015750562,12785.0,12922.642857142857,12922.642857142857,97.33281188893234,96.2960915779059,96.2960915779059,463.79647511561643,13850.23580737409,11995.049906911623,12285.0,0,6554010645,1.0310571712319625,50.764556795147335,0,-100
14,2018-01-22,12364,12483,12206,12246,413759,-1.6168544830965212,12555.2,12877.533333333333,12877.533333333333,97.5372753918695,95.09585169002347,95.09585169002347,479.8597811067416,13837.252895546815,11917.81377111985,12272.0,0,5077650448,0.9704855894799802,49.251087887229644,0,-100
15,2018-01-23,12206,12602,12206,12603,447968,2.8326588907403,12468.0,12860.375,12860.375,101.0827718960539,97.99869754964377,97.99869754964377,468.6415652358069,13797.658130471615,11923.091869528385,12338.333333333334,5527178506,0,0.9515834510131898,48.75955729790407,0,-100
16,2018-01-24,12681,12919,12562,12682,574386,0.622930137202334,12468.0,12849.882352941177,12849.882352941177,101.71639396855952,98.69351058375449,98.69351058375449,455.8179299831437,13761.518212907464,11938.24649297489,12641.666666666666,7261196350,0,0.9295172871561607,48.17356617344121,0,-100
17,2018-01-25,12681,12879,12681,12761,831930,0.6190737403024841,12547.2,12844.944444444445,12844.944444444445,101.70396582504462,99.34647872703917,99.34647872703917,442.704319358966,13730.353083162378,11959.535805726513,12707.666666666666,10571889130,0,0.9865877361439824,49.66242961204293,0,-100
18,2018-01-26,12840,12919,12483,12801,632377,0.31247558784469964,12618.6,12842.631578947368,12842.631578947368,101.44548523608007,99.67583295766566,99.67583295766566,430.34936847562454,13703.330315898618,11981.932841996118,12708.0,8036246916,0,0.9863397725095946,49.65614574909441,0,-100
19,2018-01-29,12879,13593,12840,13395,1830016,4.434490481522956,12848.4,12870.25,12870.25,104.2542262071542,104.07723237699345,104.07723237699345,436.7020994730972,13743.654198946195,11996.845801053805,13038.0,23859748608,0,1.1727425661206035,53.97521935672831,0,-100
20,2018-01-30,13474,13712,13196,13277,761823,-0.8887549898320404,12983.2,12915.85,12889.619047619048,102.26292439460225,102.79617679053257,103.00537161687883,428.7096029764328,13773.269205952865,12058.430794047135,13315.666666666666,10144181127,0,0.9710483956876692,49.26557855262021,0,-100
21,2018-01-31,13157,13474,12800,13475,720173,1.4693877551020407,13141.8,12969.35,12916.227272727272,102.53542132736764,103.89880757323996,104.32612956921703,428.3679278131677,13826.085855626336,12112.614144373665,13144.0,0,9465953912,0.7854615546090359,43.9920732306683,0,-100
22,2018-02-01,13474,13593,13236,13237,325884,-1.7979904812268643,13237.0,12991.15,12930.173913043478,100.0,101.89244216254912,102.37294632709471,430.43873272694543,13852.02746545389,12130.27253454611,13315.666666666666,4339362716,0,0.930560414167506,48.201569209569705,0,-100
23,2018-02-02,13275,13355,12761,12881,515363,-2.763760577594907,13253.0,12995.15,12928.125,97.19308835735305,99.12159536442442,99.63548465071308,428.9478283820586,13853.045656764118,12137.254343235882,12972.333333333334,0,6685460623,0.9153981714354171,47.79153416176696,0,-100
24,2018-02-05,12602,12681,12483,12484,559215,-3.180070490227491,13070.8,12979.3,12910.36,95.51060378859749,96.1839236322452,96.69753593238298,442.152879014773,13863.605758029546,12094.994241970453,12523.0,0,7003049445,0.9388269697871533,48.4224216197188,0,-100
25,2018-02-06,12166,12285,11929,12206,953289,-2.2775684089791906,12856.6,12935.7,12883.26923076923,94.9395641149293,94.35902193155376,94.7430328541788,473.770775131203,13883.241550262406,11988.158449737595,12100.333333333334,0,11535114663,1.7198123952862763,63.23275819563488,0,-100
26,2018-02-07,12403,12443,12206,12285,554978,0.6430606430606431,12618.6,12868.3,12861.111111111111,97.35628358137987,95.46715572375528,95.52051835853132,465.15669120031043,13798.613382400621,11937.986617599377,12298.0,6825119444,0,1.6529117794206007,62.30556900695728,0,-100
27,2018-02-08,12364,12443,11929,11969,793589,-2.6401537304703817,12365.0,12793.0,12829.25,96.79741205014153,93.55897756585632,93.29461971666309,483.31628524078025,13759.63257048156,11826.36742951844,12087.333333333334,0,9592374772,1.551165665946382,60.80223196210821,0,-100
28,2018-02-09,11770,12126,11571,12048,655448,0.6557104913678619,12198.4,12713.75,12802.310344827587,98.76705141657922,94.76354340772785,94.10801390912738,468.0368715794671,13649.823743158935,11777.676256841065,11796.333333333334,0,7731883090,1.472010679113046,59.547100324065,0,-100
29,2018-02-12,12047,12126,11809,11850,429563,-1.6708860759493671,12071.6,12636.5,12770.566666666668,98.1642864243348,93.77596644640526,92.7914971144585,477.09223426922375,13590.684468538448,11682.315531461552,11902.0,5112658826,0,1.4640412673593073,59.41626411672513,0,-100
30,2018-02-13,11888,11968,11453,11453,637307,-3.466340696760674,11921.0,12557.2,12728.064516129032,96.07415485278081,91.20663842257828,89.98225916820843,534.9677412802815,13627.135482560563,11487.264517439438,11598.0,0,7391486586,1.1596470346852945,53.69613719559868,1,1
31,2018-02-14,11492,11611,11374,11494,422315,0.3567078475726466,11762.8,12497.8,12689.5,97.714829802428,91.96818640080654,90.57882501280586,584.0814290742975,13665.962858148594,11329.637141851405,11453.333333333334,0,4836914466,0.9077722049338176,47.58284047677008,0,-100
