,index,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,0,2019-10-18,3453,4488,3453,4489,2385,,4489.0,4489.0,4489.0,100.0,100.0,100.0,,,,3798.3333333333335,0.0,0.0,,,0.0,-100
1,1,2019-10-21,5833,5833,5833,5833,1858,23.041316646665525,5161.0,5161.0,5161.0,113.0207324161984,113.0207324161984,113.0207324161984,950.3515139147198,7061.70302782944,3260.2969721705604,5833.0,10837714.0,0.0,,,0.0,-100
2,2,2019-10-22,7574,7574,7574,7575,6563,22.996699669967,5965.666666666667,5965.666666666667,5965.666666666667,126.9765882550148,126.9765882550148,126.9765882550148,1547.2715771102798,9060.209820887228,2871.123512446108,7574.333333333333,49710349.0,0.0,,,0.0,-100
3,3,2019-10-23,9819,9819,9490,9819,89947,22.85365108463184,6929.0,6929.0,6929.0,141.7087602828691,141.7087602828691,141.7087602828691,2303.9265034573764,11536.853006914753,2321.1469930852472,9709.333333333334,873325405.0,0.0,,,0.0,-100
4,4,2019-10-24,11221,12721,11125,12721,205643,22.8126719597516,8087.4,8087.4,8087.4,157.2940623686228,157.2940623686228,157.2940623686228,3269.6346584901503,14626.6693169803,1548.130683019699,11689.0,2403761027.0,0.0,,,0.0,-100
5,5,2019-10-25,14752,16494,14752,16494,38942,22.8749848429732,10488.4,9488.5,9488.5,157.2594485336181,173.8314802128893,173.8314802128893,4508.979474337846,18506.45894867569,470.5410513243078,15332.666666666666,597084705.0,0.0,,,0.0,-100
6,6,2019-10-28,0,0,0,16494,0,0.0,12620.6,10489.285714285714,10489.285714285714,130.69109234109314,157.2461695607763,157.2461695607763,4894.222877171469,20277.73146862865,700.8399599427757,5498.0,0.0,0.0,,,0.0,-100
7,7,2019-10-29,21427,21427,13156,13834,974821,-19.227989012577705,13872.4,10907.375,10907.375,99.7231913727978,126.8316162229684,126.8316162229684,4682.936042926794,20273.24708585359,1541.5029141464129,16139.0,15732636119.0,0.0,,,0.0,-100
8,8,2019-10-30,14075,17219,12430,15236,1116585,9.201890259910735,14955.8,11388.333333333334,11388.333333333334,101.87352064082162,133.7860383433338,133.7860383433338,4611.999783174323,20612.33289968198,2164.333766984688,13913.666666666666,0.0,15535791495.0,,,0.0,-100
9,9,2019-10-31,14801,17896,13350,13979,620535,-8.992059517848201,15207.4,11647.4,11647.4,91.92235359101493,120.01820148702716,120.01820148702716,4424.737712251679,20496.87542450336,2797.9245754966414,14043.333333333334,8714379850.0,0.0,,,0.0,-100
10,10,2019-11-01,14510,15236,13350,13592,169834,-2.847263095938788,14627.0,11824.181818181818,11824.181818181818,92.92404457510084,114.9508710962127,114.9508710962127,4238.424632293981,20301.03108276978,3347.3325535938566,13817.333333333334,0.0,2346652989.0,,,0.0,-100
11,11,2019-11-04,13543,13543,11898,12092,103828,-12.40489579887529,13746.6,11846.5,11846.5,87.96356917346834,102.07234204195332,102.07234204195332,4041.9187950099326,19930.337590019863,3762.662409980135,12511.0,0.0,1298992108.0,,,0.0,-100
