,index,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,0,2018-01-02,66800,67800,65000,66900,20026,,66900.0,66900.0,66900.0,100.0,100.0,100.0,,,,66233.33333333333,0.0,0.0,,,0.0,-100
1,1,2018-01-03,74200,77500,72900,74300,107834,9.959623149394348,70600.0,70600.0,70600.0,105.24079320113316,105.24079320113316,105.24079320113316,5232.590180780452,81065.18036156091,60134.8196384391,73800.0,7958149200.0,0.0,,,0.0,-100
2,2,2018-01-04,75200,75500,73000,73900,33023,-0.5412719891745602,71700.0,71700.0,71700.0,103.06834030683405,103.06834030683405,103.06834030683405,4161.730409336962,80023.46081867392,63376.53918132608,74033.33333333333,2444802766.0,0.0,,,0.0,-100
3,3,2018-01-05,73900,74000,71800,73000,14215,-1.2328767123287672,72025.0,72025.0,72025.0,101.35369663311351,101.35369663311351,101.35369663311351,3459.6483443648817,78944.29668872977,65105.70331127024,72900.0,0.0,1036273500.0,,,0.0,-100
4,4,2018-01-08,73000,73400,71300,71900,10979,-1.52990264255911,72000.0,72000.0,72000.0,99.86111111111111,99.86111111111111,99.86111111111111,2996.6648127543394,77993.32962550868,66006.67037449132,72066.66666666667,0.0,791219933.0,,,0.0,-100
5,5,2018-01-09,72700,73600,70700,70700,9742,-1.6973125884016973,72760.0,71783.33333333333,71783.33333333333,97.16877405167676,98.49082888321338,98.49082888321338,2732.3372168652,77248.00776706373,66318.65889960293,71366.66666666667,0.0,695254066.0,,,0.0,-100
6,6,2018-01-10,72000,72000,69300,71200,5532,0.7022471910112359,72140.0,71700.0,71700.0,98.6969780981425,99.302649930265,99.302649930265,2503.9968051097826,76707.99361021956,66692.00638978044,70833.33333333333,0.0,391850000.0,,,0.0,-100
7,7,2018-01-11,71100,72500,70300,70300,5249,-1.2802275960170697,71420.0,71525.0,71525.0,98.4318118174181,98.28731212862635,98.28731212862635,2370.503261817142,76266.00652363428,66783.99347636572,70566.66666666667,0.0,370404433.0,,,0.0,-100
8,8,2018-01-12,70600,71700,69000,69800,7353,-0.7163323782234957,70780.0,71333.33333333333,71333.33333333333,98.61542808703024,97.85046728971965,97.85046728971965,2290.742237791061,75914.81780891545,66751.8488577512,69800.0,0.0,513239400.0,,,0.0,-100
9,9,2018-01-15,70000,71300,68600,69600,11219,-0.2873563218390804,70320.0,71160.0,71160.0,98.97610921501706,97.80775716694772,97.80775716694772,2228.203062759067,75616.40612551813,66703.59387448187,69400.0,0.0,778598600.0,,,0.0,-100
