,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,2018-01-05,39310,39310,28000,31517,676299,,31517.0,31517.0,31517.0,100.0,100.0,100.0,,,,32942.333333333336,0,0,,,0,-100
1,2018-01-08,31931,32137,29758,30517,145019,-3.2768620768751844,31017.0,31017.0,31017.0,98.38798078473096,98.38798078473096,98.38798078473096,707.1067811865476,32431.213562373094,29602.786437626906,30735.333333333332,0,4457207304,,,0,-100
2,2018-01-09,30551,32655,30413,30552,204595,0.11455878502225714,30862.0,30862.0,30862.0,98.99552848162789,98.99552848162789,98.99552848162789,567.5165195833509,31997.0330391667,29726.9669608333,30505.333333333332,0,6241238673,,,0,-100
3,2018-01-10,30896,31241,29931,29931,95088,-2.0747719755437504,30629.25,30629.25,30629.25,97.72031636425965,97.72031636425965,97.72031636425965,656.8157402701817,31942.881480540364,29315.618519459636,30252.666666666668,0,2876665568,,,0,-100
4,2018-01-11,29931,30482,29344,29414,45865,-1.7576664173522814,30386.2,30386.2,30386.2,96.80052128926947,96.80052128926947,96.80052128926947,786.7157682416187,31959.631536483237,28812.768463516764,29563.0,0,1355906995,,,0,-100
5,2018-01-12,29655,29655,28034,28966,95037,-1.5466408893185113,29876.0,30149.5,30149.5,96.95407685098407,96.07456176719349,96.07456176719349,911.7558335431698,31973.01166708634,28325.98833291366,28885.0,0,2745143745,,,0,-100
6,2018-01-15,29344,30068,28689,29103,63478,0.4707418479194585,29593.2,30000.0,30000.0,98.34353838043874,97.00999999999999,97.00999999999999,921.5208444016158,31843.04168880323,28156.95831119677,29045.333333333332,1843739669,0,,,0,-100
7,2018-01-16,29068,29137,28586,28828,25703,-0.9539336755931733,29248.4,29853.5,29853.5,98.56265641881265,96.56489188872327,96.56489188872327,948.4641720773042,31750.428344154607,27956.571655845393,28827.333333333332,0,740948948,,,0,-100
8,2018-01-17,28931,29172,28206,28414,28833,-1.4570282255226297,28945.0,29693.555555555555,29693.555555555555,98.16548626705821,95.69079710524544,95.69079710524544,1008.6507213985315,31710.856998352618,27676.254112758492,28517.0,0,822230661,,,0,-100
9,2018-01-18,28827,28931,28275,28483,13021,0.24224976301653617,28758.8,29572.5,29572.5,99.04098919287314,96.31583396736833,96.31583396736833,1025.1238678542436,31622.747735708486,27522.252264291514,28528.333333333332,371467428,0,,,0,-100
10,2018-01-19,28448,28793,28241,28241,18965,-0.8569101660706065,28613.8,29451.454545454544,29451.454545454544,98.69713215301708,95.89000080255336,95.89000080255336,1052.1231262201552,31555.700797894853,27347.208293014235,28310.0,0,536899150,,,0,-100
11,2018-01-22,28241,28241,27586,27931,27486,-1.1098779134295227,28379.4,29324.75,29324.75,98.41998069021895,95.24718880808874,95.24718880808874,1094.9787980512763,31514.70759610255,27134.79240389745,27919.333333333332,0,767390796,,,0,-100
12,2018-01-23,27862,28103,27655,27862,16982,-0.24764912784437584,28186.2,29212.23076923077,29212.23076923077,98.84979174205817,95.3778580626134,95.3778580626134,1124.1224098414248,31460.475588913618,26963.98594954792,27793.0,0,471980726,,,0,-100
13,2018-01-24,27896,28551,27827,28345,12834,1.7040042335508907,28172.4,29150.285714285714,29150.285714285714,100.61265635870569,97.23746888048144,97.23746888048144,1104.6121093342729,31359.50993295426,26941.061495617167,28022.666666666668,359642904,0,0.12252081603206312,10.914792339010276,0,-100
14,2018-01-25,28172,28310,27724,27931,25939,-1.4822240521284593,28062.0,29069.0,29069.0,99.53317653766659,96.08517664866353,96.08517664866353,1110.0106177098357,31289.02123541967,26848.97876458033,27942.333333333332,0,724796184,0.1184361357051302,10.589441088691302,0,-100
15,2018-01-26,27931,28103,27724,27862,19569,-0.24764912784437584,27986.2,28993.5625,28993.5625,99.55620984628138,96.09719398918294,96.09719398918294,1114.0175324024303,31221.597564804862,26765.527435195138,27839.0,0,544781391,0.1444274444586173,12.620061250535642,0,-100
16,2018-01-29,28137,28137,27724,27897,17696,0.12546151915976628,27979.4,28929.058823529413,28929.058823529413,99.70549761610327,96.4324493588779,96.4324493588779,1110.9467511197506,31150.952325768914,26707.16532128991,27919.333333333332,494060522,0,0.26486392377032897,20.94011211742192,0,-100
17,2018-01-30,27896,28413,27758,28276,42588,1.340359315320413,28062.2,28892.777777777777,28892.777777777777,100.76187896886202,97.86528736516237,97.86528736516237,1088.7130857147515,31070.20394920728,26715.351606348275,27976.666666666668,1191470280,0,0.4891323030031588,32.84679957695613,0,-100
18,2018-01-31,28068,28310,27862,28103,21241,-0.6155926413550155,28013.8,28851.21052631579,28851.21052631579,100.31841449571284,97.40665811705429,97.40665811705429,1073.4408630892096,30998.09225249421,26704.32880013737,28011.0,594981651,0,0.6602188142223634,39.76697580864399,0,-100
19,2018-02-01,28103,28103,27689,27828,18119,-0.9882133103349144,27993.2,28800.05,28800.05,99.4098566794793,96.62483224855512,96.62483224855512,1069.5687018114997,30939.187403623,26660.912596377,27873.333333333332,0,505036926,0.9494135606356502,48.70252160993856,0,-100
