,index,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,0,2018-01-02,9660,9850,9600,9670,786,,9670.0,9670.0,9670.0,100.0,100.0,100.0,,,,9643.333333333334,0.0,0.0,,,0.0,-100
1,1,2018-01-03,9610,9790,9610,9620,2663,-0.5197505197505198,9645.0,9645.0,9645.0,99.74079834110938,99.74079834110938,99.74079834110938,35.35533905932738,9715.710678118654,9574.289321881346,9613.333333333334,0.0,25600306.0,,,0.0,-100
2,2,2018-01-04,9700,9730,9560,9660,4055,0.4140786749482402,9650.0,9650.0,9650.0,100.10362694300518,100.10362694300518,100.10362694300518,26.457513110645905,9702.915026221292,9597.084973778708,9640.0,39090200.0,0.0,,,0.0,-100
3,3,2018-01-05,9740,9750,9550,9580,4520,-0.8350730688935281,9632.5,9632.5,9632.5,99.45497015312743,99.45497015312743,99.45497015312743,41.12987559751022,9714.75975119502,9550.24024880498,9623.333333333334,0.0,43497466.0,,,0.0,-100
4,4,2018-01-08,9580,9590,9370,9390,3050,-2.023429179978701,9584.0,9584.0,9584.0,97.97579298831386,97.97579298831386,97.97579298831386,114.14902540100812,9812.298050802015,9355.701949197985,9446.666666666666,0.0,28812333.0,,,0.0,-100
5,5,2018-01-09,9430,9560,9310,9320,2282,-0.7510729613733905,9514.0,9540.0,9540.0,97.96089972671852,97.69392033542978,97.69392033542978,148.45874847916508,9836.917496958333,9243.082503041667,9353.333333333334,0.0,21344306.0,,,0.0,-100
6,6,2018-01-10,9450,9450,9250,9300,1878,-0.2150537634408602,9450.0,9505.714285714286,9505.714285714286,98.41269841269842,97.83588818755636,97.83588818755636,163.08046509388583,9831.87521590206,9179.553355526514,9333.333333333334,0.0,17528000.0,,,0.0,-100
7,7,2018-01-11,9270,10500,9270,9540,52525,2.515723270440252,9426.0,9510.0,9510.0,101.20942075111394,100.3154574132492,100.3154574132492,151.46899729930598,9812.937994598611,9207.062005401389,9360.0,491634000.0,0.0,,,0.0,-100
8,8,2018-01-12,9430,9620,9310,9310,3799,-2.4704618689581093,9372.0,9487.777777777776,9487.777777777776,99.3384549722578,98.12624429090056,98.12624429090056,156.5868591052405,9800.951495988258,9174.604059567297,9350.0,0.0,35520650.0,,,0.0,-100
9,9,2018-01-15,9360,9500,9000,9250,2062,-0.6486486486486486,9344.0,9464.0,9464.0,98.99400684931508,97.73879966187658,97.73879966187658,165.6770620480967,9795.354124096191,9132.645875903809,9203.333333333334,0.0,18977273.0,,,0.0,-100
