,index,날짜,시가,고가,저가,종가,거래량,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch,label
0,0,2018-01-02,18150,18400,18000,18400,62883,,18400.0,18400.0,18400.0,100.0,100.0,100.0,,,,18183.33333333333,0.0,0.0,,,0.0,-100
1,1,2018-01-03,18350,18350,18000,18150,68718,-1.3774104683195594,18275.0,18275.0,18275.0,99.31600547195625,99.31600547195625,99.31600547195625,176.7766952966369,18628.553390593275,17921.446609406725,18166.666666666668,0.0,1248377000.0,,,0.0,-100
2,2,2018-01-04,18200,18500,18150,18300,134091,0.819672131147541,18283.33333333333,18283.33333333333,18283.33333333333,100.09115770282592,100.09115770282592,100.09115770282592,125.83057392117922,18534.99448117569,18031.672185490974,18216.666666666668,2442691050.0,0.0,,,0.0,-100
3,3,2018-01-05,18500,19200,18450,18950,277636,3.430079155672823,18450.0,18450.0,18450.0,102.710027100271,102.710027100271,102.710027100271,348.8074922742728,19147.614984548545,17752.385015451455,18633.33333333333,5173284133.0,0.0,,,0.0,-100
4,4,2018-01-08,18800,19100,18650,18750,67633,-1.0666666666666669,18510.0,18510.0,18510.0,101.2965964343598,101.2965964343598,101.2965964343598,330.52987762076845,19171.05975524154,17848.94024475846,18733.33333333333,1266991533.0,0.0,,,0.0,-100
5,5,2018-01-09,18700,19200,18700,18750,71184,0.0,18580.0,18550.0,18550.0,100.91496232508072,101.07816711590296,101.07816711590296,311.4482300479489,19172.896460095897,17927.103539904103,18716.666666666668,0.0,1332327200.0,,,0.0,-100
6,6,2018-01-10,18750,19050,18750,18800,42588,0.2659574468085106,18710.0,18585.714285714286,18585.714285714286,100.48102618920365,101.15295926210608,101.15295926210608,299.60291180478345,19184.92010932385,17986.50846210472,18766.666666666668,799234800.0,0.0,,,0.0,-100
7,7,2018-01-11,18800,18900,18500,18600,53920,-1.0752688172043012,18770.0,18587.5,18587.5,99.09429941395844,100.06724949562876,100.06724949562876,277.42437837054945,19142.3487567411,18032.6512432589,18633.33333333333,0.0,1004709333.0,,,0.0,-100
8,8,2018-01-12,18800,18800,18250,18600,62752,0.0,18700.0,18588.88888888889,18588.88888888889,99.46524064171123,100.05977286312012,100.05977286312012,259.5401917066241,19107.96927230214,18069.80850547564,18550.0,0.0,1164049600.0,,,0.0,-100
9,9,2018-01-15,18600,18950,18400,18950,161989,1.846965699208444,18740.0,18625.0,18625.0,101.1205976520811,101.744966442953,101.744966442953,270.03086243366084,19165.06172486732,18084.93827513268,18650.0,3021094850.0,0.0,,,0.0,-100
