,index,날짜,시가,고가,저가,종가,거래량,거래대금,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch
891,891,2013-07-30,1901.88,1917.11,1900.54,1917.05,366881089,3597795034468,0.8951253227615271,1909.8880000000001,1871.2945,1908.018166666667,100.3749958112727,102.44512555346046,100.47336201987594,32.95946130038592,1937.2134226007718,1805.3755773992282,1906.49,699455127367,0,3.753478085055594,78.96277247719121,0
892,892,2013-07-31,1915.47,1920.6,1910.82,1914.03,384141750,4082140222475,-0.15778227091529295,1910.2779999999998,1875.7629999999997,1907.2273333333333,100.19641120297675,102.04007649153972,100.35667833339916,32.35688507226983,1940.4767701445394,1811.04922985546,1913.4399999999998,735032190119,0,3.818634974687175,79.24723484445053,0
893,893,2013-08-01,1916.56,1925.32,1906.74,1920.74,336061288,3637309263111,0.34934452346491646,1912.5040000000001,1879.843,1906.6671666666666,100.43063962219163,102.17555402233059,100.73808547078178,32.639297125447634,1945.1215942508954,1814.5644057491047,1914.68,643449826907,0,3.897486968218164,79.58136475932622,0
894,894,2013-08-02,1936.26,1939.28,1920.98,1923.38,298151554,4040964118935,0.1372583680811956,1915.018,1884.3465,1906.1159999999998,100.43665385912821,102.07146084862842,100.90571612640575,32.090062943815006,1948.5266258876302,1820.16637411237,1926.8733333333332,574500278694,0,6.294208067385891,86.29049252829469,0
895,895,2013-08-05,1920.83,1925.6,1915.69,1916.22,233985184,2761888017773,-0.3736522946217074,1918.284,1889.315,1905.0621666666666,99.89240383592836,101.42406110151035,100.58569392267427,28.59158258540491,1946.49816517081,1832.1318348291902,1917.58,0,448685309134,4.286755554554656,81.08480731365614,0
896,896,2013-08-06,1914.06,1914.06,1895.87,1906.62,294648748,3495317582736,-0.5035088271391329,1916.1979999999999,1893.1285,1904.4266666666665,99.50015603815471,100.71265632523094,100.11517026996752,25.19798389493936,1943.5244677898788,1842.7325322101212,1905.5166666666664,0,561458100126,2.898778031651222,74.35093786099752,0
897,897,2013-08-07,1892.47,1895.5,1878.33,1878.33,312431286,3564849071565,-1.5061251217837102,1909.0579999999998,1895.837,1903.2538333333332,98.3904103489784,99.07655563215614,98.69046193960992,19.707668317878955,1935.252336635758,1856.421663364242,1883.0433333333333,0,588321650227,2.046644136033773,67.17700015657769,0
898,898,2013-08-08,1884.58,1896.07,1879.13,1883.97,338167846,3685849153450,0.2993678243284182,1901.7040000000002,1896.1555,1901.8394999999998,99.06746791298751,99.35735755849137,99.06040967179408,19.447175813122033,1935.0498516262442,1857.261148373756,1882.5600000000002,0,636621260165,2.019200163825884,66.87864514644119,0
899,899,2013-08-09,1884.57,1888.79,1876.07,1880.71,283474904,3540885078783,-0.17333879226462298,1893.17,1896.6919999999998,1900.3303333333336,99.34184463096288,99.15737505087807,98.96753038199849,18.825109659320137,1934.34221931864,1859.0417806813596,1880.45,0,533060383226,1.5070227783352759,60.11204969330098,0
900,900,2013-08-12,1878.5,1894.42,1878.33,1884.83,297512263,3100504536869,0.21858735270554328,1886.8920000000003,1897.1755,1898.630666666667,99.89071976562515,99.34926947981354,99.27312526290876,18.361451173906335,1933.8984023478126,1860.4525976521875,1880.5533333333333,559487677892,0,1.475426104171616,59.60291449157829,0
901,901,2013-08-13,1893.42,1913.03,1890.78,1913.03,362604234,4108405156945,1.4741012948045795,1888.1739999999998,1899.509,1897.474,101.31640410258802,100.71181552706514,100.8198267802352,17.16572561212319,1933.8404512242464,1865.1775487757536,1899.0766666666666,688613240023,0,1.4973207240438622,59.95708559288614,0
