id,ticker,name,marketCap
220,034230,파라다이스,13732
221,098460,고영,13662
222,010780,아이에스동서,13500
223,051905,LG생활건강우,13480
224,013890,지누스,13446
225,056190,에스에프에이,13178
226,005300,롯데칠성,13036
227,222800,심텍,12948
228,289220,자이언트스텝,12890
229,000210,DL,12804
230,185750,종근당,12797
231,001740,SK네트웍스,12756
232,194480,데브시스터즈,12750
233,079550,LIG넥스원,12738
234,073240,금호타이어,12452
235,215600,신라젠,12446
236,032350,롯데관광개발,12434
237,067630,에이치엘비생명과학,12367
238,248070,솔루엠,12351
239,166090,하나머티리얼즈,12316
240,005250,녹십자홀딩스,12297
241,064550,바이오니아,12117
242,082640,동양생명,12085
243,206650,유바이오로직스,11955
244,000670,영풍,11917
245,003690,코리안리,11880
246,141080,레고켐바이오,11802
247,235980,메드팩토,11772
248,084370,유진테크,11755
249,214150,클래시스,11713
250,006650,대한유화,11700
251,214320,이노션,11680
252,003530,한화투자증권,11649
253,122870,와이지엔터테인먼트,11562
254,036540,SFA반도체,11545
255,030190,NICE평가정보,11535
256,011000,진원생명과학,11483
257,192820,코스맥스,11406
258,004490,세방전지,11396
259,121800,비덴트,11190
260,018670,SK가스,11122
261,192080,더블유게임즈,10951
262,016380,KG동부제철,10850
263,066575,LG전자우,10844
264,268280,미원에스씨,10786
265,031430,신세계인터내셔날,10781
266,007390,네이처셀,10771
267,085660,차바이오텍,10689
268,023590,다우기술,10655
269,215000,골프존,10649
270,353200,대덕전자,10624
271,009420,한올바이오파마,10578
272,137400,피엔티,10574
273,003240,태광산업,10555
274,000250,삼천당제약,10393
275,241590,화승엔터프라이즈,10387
276,036420,제이콘텐트리,10249
277,003540,대신증권,10205
278,084850,아이티엠반도체,10174
279,002840,미원상사,10113
280,001120,LX인터내셔널,10077
281,200130,콜마비앤에이치,10044
282,039130,하나투어,10008
283,363280,티와이홀딩스,10002
284,950220,네오이뮨텍(Reg.S),9951
285,079160,CJ CGV,9901
286,001800,오리온홀딩스,9897
287,089980,상아프론테크,9881
288,063080,게임빌,9833
289,022100,포스코 ICT,9791
290,298380,에이비엘바이오,9778
291,068240,다원시스,9769
292,151910,나노스,9705
293,064260,다날,9652
294,069260,휴켐스,9606
295,256840,한국비엔씨,9584
296,272450,진에어,9578
297,140860,파크시스템스,9537
298,395400,SK리츠,9533
299,003850,보령제약,9479
300,014830,유니드,9467
301,222080,씨아이에스,9461
302,089590,제주항공,9454
303,365550,ESR켄달스퀘어리츠,9426
304,003380,하림지주,9372
305,161890,한국콜마,9369
306,020000,한섬,9273
307,015350,부산가스,9251
308,206560,덱스터,9131
309,003000,부광약품,9131
310,344820,KCC글라스,9119
311,086450,동국제약,9114
312,105630,한세실업,9060
313,006120,SK디스커버리,9042
314,069080,웹젠,9021
315,025980,아난티,8991
316,218410,RFHIC,8953
317,284740,쿠쿠홈시스,8952
318,086900,메디톡스,8950
319,039200,오스코텍,8941
320,215200,메가스터디교육,8931
321,348950,제이알글로벌리츠,8925
322,046890,서울반도체,8920
323,103140,풍산,8869
324,009450,경동나비엔,8784
325,267260,현대일렉트릭,8741
326,000070,삼양홀딩스,8649
327,005440,현대그린푸드,8637
328,010050,우리종금,8610
329,097520,엠씨넥스,8606
330,323990,박셀바이오,8600
331,293780,압타바이오,8556
332,003470,유안타증권,8542
333,298000,효성화학,8453
334,217270,넵튠,8351
335,178320,서진시스템,8295
336,036830,솔브레인홀딩스,8280
337,005880,대한해운,8234
338,114090,GKL,8226
339,041190,우리기술투자,8215
340,001680,대상,8159
341,195870,해성디에스,8143
342,034120,SBS,8140
343,033640,네패스,8093
344,036930,주성엔지니어링,8081
345,003520,영진약품,8010
346,272290,이녹스첨단소재,7984
347,268600,셀리버리,7982
348,006040,동원산업,7980
349,017390,서울가스,7950
350,030520,한글과컴퓨터,7926
351,214450,파마리서치,7856
352,057050,현대홈쇼핑,7824
353,267270,현대건설기계,7821
354,033270,유나이티드제약,7765
355,025540,한국단자,7759
356,084990,헬릭스미스,7709
357,048410,현대바이오,7686
358,280360,롯데제과,7667
359,003580,넥스트사이언스,7655
360,048530,인트론바이오,7648
361,101490,에스앤에스텍,7636
362,290650,엘앤씨바이오,7622
363,074600,원익QnC,7584
364,183300,코미코,7565
365,049770,동원F&B,7467
366,085620,미래에셋생명,7461
367,005690,파미셀,7434
368,067310,하나마이크론,7408
369,001530,DI동일,7381
370,100090,삼강엠앤티,7369
371,102460,이연제약,7352
372,047820,초록뱀미디어,7305
373,090435,아모레퍼시픽우,7284
374,182400,엔케이맥스,7276
375,001430,세아베스틸,7262
376,214370,케어젠,7219
377,026890,디피씨,7210
378,383800,LX홀딩스,7147
379,016710,대성홀딩스,7119
380,053800,안랩,7099
381,000640,동아쏘시오홀딩스,7045
382,033290,코웰패션,7018
383,319660,피에스케이,7013
384,131970,테스나,7010
385,00680K,미래에셋증권2우B,6909
386,088800,에이스테크,6908
387,005090,SGC에너지,6898
388,064960,SNT모티브,6887
389,189300,인텔리안테크,6860
390,082270,젬백스,6847
391,192650,드림텍,6828
392,090460,비에이치,6805
393,097230,한진중공업,6786
394,009970,영원무역홀딩스,6776
395,003280,흥아해운,6743
396,192400,쿠쿠홀딩스,6703
397,002350,넥센타이어,6700
398,121600,나노신소재,6660
399,131290,티에스이,6636
400,145990,삼양사,6549
401,210980,SK디앤디,6512
402,086390,유니테스트,6509
403,145720,덴티움,6508
404,017810,풀무원,6442
405,094480,갤럭시아머니트리,6414
406,042670,현대두산인프라코어,6413
407,034310,NICE,6402
408,007340,디티알오토모티브,6386
409,291230,엔피,6359
410,034830,한국토지신탁,6337
411,101730,위메이드맥스,6318
412,294570,쿠콘,6243
413,001820,삼화콘덴서,6237
414,005610,SPC삼립,6178
415,091700,파트론,6173
416,286940,롯데정보통신,6158
417,298040,효성중공업,6126
418,012630,HDC,6123
419,071840,롯데하이마트,6114
420,230360,에코마케팅,6104
421,377030,맥스트,6082
422,317330,덕산테코피아,6073
423,001880,DL건설,6064
424,006390,한일현대시멘트,6061
425,003230,삼양식품,6041
426,170900,동아에스티,6029
427,003070,코오롱글로벌,6025
428,060720,KH바텍,5966
429,095660,네오위즈,5949
430,151860,KG ETS,5904
431,092040,아미코젠,5895
432,294090,이오플로우,5853
433,042000,카페24,5838
434,067000,조이시티,5820
435,006405,삼성SDI우,5816
436,042420,네오위즈홀딩스,5801
437,330860,네패스아크,5793
438,246710,티앤알바이오팹,5790
439,030610,교보증권,5780
440,205470,휴마시스,5732
441,110790,크리스에프앤씨,5705
442,008730,율촌화학,5704
443,000815,삼성화재우,5697
444,025860,남해화학,5688
445,095610,테스,5673
446,061970,엘비세미콘,5670
447,115390,락앤락,5645
448,032190,다우데이타,5630
449,161000,애경케미칼,5594
450,001720,신영증권,5575
451,063170,서울옥션,5574
452,027410,BGF,5542
453,108670,LX하우시스,5533
454,007570,일양약품,5525
455,037270,YG PLUS,5524
456,950130,엑세스바이오,5519
457,020120,키다리스튜디오,5493
458,000400,롯데손해보험,5492
459,039840,디오,5481
460,267980,매일유업,5467
461,290510,코리아센터,5463
462,005180,빙그레,5447
463,123890,한국자산신탁,5436
464,093050,LF,5424
465,007690,국도화학,5415
466,018250,애경산업,5414
467,065660,안트로젠,5408
468,226950,올릭스,5385
469,041140,넥슨지티,5376
470,036810,에프에스티,5373
471,126560,현대퓨처넷,5350
472,043150,바텍,5347
473,006730,서부T&D,5345
474,060150,인선이엔티,5308
475,334970,프레스티지바이오로직스,5287
476,243070,휴온스,5283
477,041960,코미팜,5269
478,078130,국일제지,5257
479,307750,국전약품,5250
480,138490,코오롱플라스틱,5225
481,032300,한국파마,5202
482,068400,SK렌터카,5201
483,281820,케이씨텍,5194
484,038500,삼표시멘트,5147
485,139990,아주스틸,5131
486,299660,셀리드,5108
487,382840,원준,5090
488,314130,지놈앤컴퍼니,5088
489,092220,KEC,5083
490,348210,넥스틴,5083
491,060980,한라홀딩스,5068
492,007810,코리아써키트,5054
493,027360,아주IB투자,5044
494,001060,JW중외제약,5029
495,092190,서울바이오시스,5026
496,232140,와이아이케이,4988
497,347860,알체라,4973
498,106240,파인테크닉스,4925
499,058820,CMG제약,4923
500,263720,디앤씨미디어,4922
501,081000,일진다이아,4907
502,950160,코오롱티슈진,4895
503,008490,서흥,4887
504,083790,크리스탈지노믹스,4874
505,035600,KG이니시스,4869
506,357120,코람코에너지리츠,4866
507,078020,이베스트투자증권,4837
508,084110,휴온스글로벌,4830
509,053030,바이넥스,4811
510,183190,아세아시멘트,4811
511,298540,더네이쳐홀딩스,4792
512,243840,신흥에스이씨,4774
513,225570,넷게임즈,4774
514,015750,성우하이텍,4768
515,001510,SK증권,4749
516,037560,LG헬로비전,4747
517,101160,월덱스,4746
518,003545,대신증권우,4719
519,000370,한화손해보험,4710
520,013120,동원개발,4685
521,002310,아세아제지,4675
522,031330,에스에이엠티,4669
523,138250,엔에스쇼핑,4666
524,003800,에이스침대,4657
525,095340,ISC,4649
526,298690,에어부산,4634
527,002320,한진,4633
528,002240,고려제강,4623
529,183490,엔지켐생명과학,4623
530,052400,코나아이,4621
531,035080,인터파크,4619
532,080580,오킨스전자,4614
533,005420,코스모화학,4610
534,094800,맵스리얼티1,4590
535,220630,맘스터치,4586
536,004430,송원산업,4584
537,287410,제이시스메디칼,4577
538,143240,사람인에이치알,4576
539,001390,KG케미칼,4575
540,017960,한국카본,4571
541,321550,티움바이오,4561
542,104480,티케이케미칼,4553
543,005390,신성통상,4526
544,009160,SIMPAC,4514
545,271980,제일약품,4514
546,053210,스카이라이프,4504
547,130660,한전산업,4498
548,003030,세아제강지주,4493
549,033160,엠케이전자,4492
550,104460,디와이피엔에프,4478
551,071320,지역난방공사,4469
552,059090,미코,4458
553,102710,이엔에프테크놀로지,4457
554,038540,상상인,4448
555,050890,쏠리드,4436
556,029960,코엔텍,4430
557,005950,이수화학,4417
558,214330,금호에이치티,4404
559,016800,퍼시스,4387
560,058650,세아홀딩스,4380
561,226320,잇츠한불,4374
562,011930,신성이엔지,4366
563,033310,엠투엔,4336
564,339770,교촌에프앤비,4321
565,036200,유니셈,4292
566,131390,원익피앤이,4290
567,099320,쎄트렉아이,4283
568,121440,골프존뉴딘홀딩스,4270
569,104830,원익머트리얼즈,4267
570,002270,롯데푸드,4267
571,065350,신성델타테크,4260
572,214260,라파스,4249
573,089970,에이피티씨,4242
574,204270,제이앤티씨,4240
575,131370,알서포트,4240
576,055490,테이팩스,4236
577,001725,신영증권우,4232
578,002990,금호건설,4231
579,241820,피씨엘,4225
580,089030,테크윙,4216
581,048550,SM C&C,4216
582,293940,신한알파리츠,4196
583,080160,모두투어,4195
584,230240,에치에프알,4173
585,002020,코오롱,4160
586,003620,쌍용차,4150
587,160550,NEW,4144
588,122450,KMH,4134
589,045390,대아티아이,4126
590,001500,현대차증권,4122
591,032620,유비케어,4118
592,950180,SNK,4107
593,285490,노바텍,4093
594,009410,태영건설,4084
595,006490,인스코비,4080
596,299030,하나기술,4080
597,175250,아이큐어,4072
598,216080,제테마,4050
599,099190,아이센스,4045
600,071055,한국금융지주우,4042
601,085370,루트로닉,4034
602,049070,인탑스,4033
603,115450,지트리비앤티,4009
604,100790,미래에셋벤처투자,3991
605,084010,대한제강,3968
606,089010,켐트로닉스,3952
607,033180,KH 필룩스,3951
608,042600,새로닉스,3950
609,024720,한국콜마홀딩스,3938
610,035890,서희건설,3929
611,185490,아이진,3917
612,030530,원익홀딩스,3885
613,001630,종근당홀딩스,3877
614,023410,유진기업,3873
615,095720,웅진씽크빅,3863
616,006110,삼아알미늄,3855
617,036630,세종텔레콤,3844
618,036030,케이티알파,3843
619,100120,뷰웍스,3840
620,088260,이리츠코크렙,3832
621,119860,다나와,3830
622,091120,이엠텍,3828
623,122900,아이마켓코리아,3827
624,030210,KTB투자증권,3817
625,00088K,한화3우B,3809
626,034810,해성산업,3808
627,206640,바디텍메드,3804
628,003300,한일홀딩스,3803
629,102940,코오롱생명과학,3800
630,216050,인크로스,3798
631,086980,쇼박스,3781
632,900140,엘브이엠씨홀딩스,3769
633,091810,티웨이항공,3767
634,000020,동화약품,3756
635,001200,유진투자증권,3753
636,009290,광동제약,3748
637,000050,경방,3728
638,004700,조광피혁,3723
639,047920,에이치엘비제약,3710
640,217330,싸이토젠,3708
641,265520,AP시스템,3705
642,001520,동양,3699
643,034950,한국기업평가,3695
644,082740,HSD엔진,3695
645,078160,메디포스트,3691
646,104700,한국철강,3684
647,003060,에이프로젠제약,3678
648,249420,일동제약,3665
649,048870,시너지이노베이션,3662
650,044340,위닉스,3655
651,005500,삼진제약,3648
652,138080,오이솔루션,3644
653,053580,웹케시,3639
654,003100,선광,3630
655,004690,삼천리,3604
656,220260,켐트로스,3598
657,072710,농심홀딩스,3598
658,228670,레이,3592
659,011690,와이투솔루션,3592
660,002960,한국쉘석유,3588
661,011040,경동제약,3569
662,058430,포스코강판,3564
663,317400,자이에스앤디,3560
664,237880,클리오,3551
665,068290,삼성출판사,3550
666,025770,한국정보통신,3549
667,046440,KG모빌리언스,3548
668,376980,원티드랩,3541
669,119610,인터로조,3533
670,018000,유니슨,3530
671,006060,화승인더,3518
672,293480,하나제약,3501
673,033240,자화전자,3490
674,084690,대상홀딩스,3487
675,377190,디앤디플랫폼리츠,3471
676,340570,티앤엘,3466
677,009680,모토닉,3465
678,182360,큐브엔터,3458
679,214870,뉴지랩파마,3450
680,075580,세진중공업,3439
681,043610,지니뮤직,3428
682,213500,한솔제지,3427
683,013360,일성건설,3425
684,016590,신대양제지,3425
685,051500,CJ프레시웨이,3419
686,348150,고바이오랩,3408
687,004890,동일산업,3407
688,019680,대교,3405
689,000480,조선내화,3388
690,003220,대원제약,3385
691,017940,E1,3385
692,365270,큐라클,3382
693,005960,동부건설,3376
694,361390,제노코,3375
695,077360,덕산하이메탈,3373
696,263050,유틸렉스,3366
697,001360,삼성제약,3358
698,038880,아이에이,3345
699,247660,나노씨엠에스,3345
700,024090,디씨엠,3328
701,029530,신도리코,3326
702,272550,삼양패키징,3325
703,011785,금호석유우,3310
704,041830,인바디,3290
705,308080,바이젠셀,3288
706,001470,삼부토건,3287
707,007460,에이프로젠 MED,3286
708,035510,신세계 I&C,3285
709,089600,나스미디어,3284
710,107590,미원홀딩스,3282
711,00104K,CJ4우(전환),3267
712,208640,썸에이지,3252
713,048910,대원미디어,3251
714,332570,와이팜,3249
715,001780,알루코,3241
716,016580,환인제약,3236
717,083450,GST,3233
718,101360,이엔드디,3225
719,031440,신세계푸드,3221
720,007860,서연,3216
721,010690,화신,3209
722,086890,이수앱지스,3208
723,361570,알비더블유,3207
724,078070,유비쿼스홀딩스,3206
725,054210,이랜텍,3199
726,013580,계룡건설,3197
727,149950,아바텍,3191
728,319400,현대무벡스,3189
729,252990,샘씨엔에스,3184
730,099430,바이오플러스,3181
731,064290,인텍플러스,3168
732,003920,남양유업,3164
733,054620,APS홀딩스,3161
734,002780,진흥기업,3149
735,084680,이월드,3148
736,033500,동성화인텍,3147
737,000155,두산우,3137
738,194370,제이에스코퍼레이션,3133
739,073490,이노와이어리스,3132
740,000140,하이트진로홀딩스,3132
741,009520,포스코엠텍,3131
742,277810,레인보우로보틱스,3130
743,002390,한독,3117
744,051370,인터플렉스,3114
745,281740,레이크머티리얼즈,3102
746,123860,아나패스,3095
747,037070,파세코,3094
748,950190,미투젠,3089
749,108230,톱텍,3087
750,016450,한세예스24홀딩스,3068
751,011280,태림포장,3065
752,122990,와이솔,3058
753,297890,HB솔루션,3051
754,080420,모다이노칩,3049
755,082920,비츠로셀,3037
756,144960,뉴파워프라즈마,3036
757,079980,휴비스,3032
758,301300,바이브컴퍼니,3031
759,036800,나이스정보통신,3030
760,357230,에이치피오,3030
761,029460,케이씨,3029
762,079430,현대리바트,3028
763,004980,성신양회,3027
764,016610,DB금융투자,3026
765,003570,SNT중공업,3022
766,001790,대한제당,3000
767,234340,세틀뱅크,2996
768,008350,남선알미늄,2996
769,038290,마크로젠,2994
770,001940,KISCO홀딩스,2993
771,139670,키네마스터,2993
772,100130,동국S&C,2988
773,023160,태광,2981
774,077500,유니퀘스트,2979
775,136480,하림,2979
776,241840,에이스토리,2964
777,039560,다산네트웍스,2961
778,200710,에이디테크놀로지,2959
779,148150,세경하이테크,2951
780,194700,노바렉스,2948
781,377450,리파인,2946
782,005810,풍산홀딩스,2925
783,251370,와이엠티,2923
784,115960,연우,2919
785,060570,드림어스컴퍼니,2899
786,045100,한양이엔지,2898
787,015860,일진홀딩스,2886
788,166480,코아스템,2880
789,097780,에스맥,2877
790,009155,삼성전기우,2872
791,037710,광주신세계,2864
792,006840,AK홀딩스,2861
793,036530,SNT홀딩스,2853
794,014160,대영포장,2850
795,093320,케이아이엔엑스,2845
796,084650,랩지노믹스,2845
797,282880,코윈테크,2837
798,114810,아이원스,2830
799,019550,SBI인베스트먼트,2828
800,023760,한국캐피탈,2827
801,002810,삼영무역,2825
802,126700,하이비젼시스템,2824
803,284620,카이노스메드,2824
804,007660,이수페타시스,2820
805,337930,브랜드엑스코퍼레이션,2815
806,095570,AJ네트웍스,2814
807,039440,에스티아이,2809
808,033530,세종공업,2809
809,065680,우주일렉트로,2801
810,306200,세아제강,2796
811,092230,KPX홀딩스,2796
812,068930,디지털대성,2794
813,053610,프로텍,2783
814,245620,EDGC,2782
815,031980,피에스케이홀딩스,2781
816,018290,브이티지엠피,2779
817,012610,경인양행,2777
818,205500,액션스퀘어,2769
819,261780,차백신연구소,2748
820,047310,파워로직스,2736
821,088390,이녹스,2721
822,214180,민앤지,2717
823,002030,아세아,2716
824,052260,현대바이오랜드,2715
825,027710,팜스토리,2712
826,017890,한국알콜,2711
827,054920,한컴위드,2706
828,376190,엘비루셈,2706
829,044450,KSS해운,2701
830,136490,선진,2698
831,001460,BYC,2695
832,115180,큐리언트,2691
833,322310,오로스테크놀로지,2683
834,189330,씨이랩,2682
835,053300,한국정보인증,2682
836,008060,대덕,2677
837,094820,일진파워,2676
838,025950,동신건설,2675
839,101060,SBS미디어홀딩스,2672
840,083310,엘오티베큠,2671
841,002900,TYM,2659
842,011500,한농화성,2658
843,035810,이지홀딩스,2657
844,126340,비나텍,2648
845,025000,KPX케미칼,2647
846,003160,디아이,2645
847,001340,백광산업,2641
848,002620,제일파마홀딩스,2635
849,051160,지어소프트,2630
850,009270,신원,2628
851,005720,넥센,2615
852,001130,대한제분,2611
853,290090,트윔,2611
854,023600,삼보판지,2611
855,002150,도화엔지니어링,2606
856,078890,가온미디어,2599
857,192440,슈피겐코리아,2598
858,126600,코프라,2597
859,004830,덕성,2595
860,00279K,아모레G3우(전환),2592
861,070960,용평리조트,2589
862,000390,삼화페인트,2584
863,004250,NPC,2574
864,066410,버킷스튜디오,2568
865,003200,일신방직,2568
866,045970,코아시아,2563
867,290670,대보마그네틱,2562
868,009810,플레이그램,2561
869,200230,텔콘RF제약,2555
870,052710,아모텍,2552
871,102260,동성케미컬,2549
872,097955,CJ제일제당 우,2542
873,001570,금양,2537
874,001270,부국증권,2535
875,118990,모트렉스,2528
876,052020,에스티큐브,2525
877,143160,아이디스,2523
878,229640,LS전선아시아,2520
879,032820,우리기술,2517
880,042370,비츠로테크,2515
881,102120,어보브반도체,2514
882,009580,무림P&P,2513
883,007210,벽산,2509
884,195990,에이비프로바이오,2509
885,033920,무학,2508
886,138610,나이벡,2500
887,003560,IHQ,2500
888,044490,태웅,2500
889,171090,선익시스템,2497
890,090850,현대이지웰,2493
891,000430,대원강업,2486
892,225530,보광산업,2471
893,093230,이아이디,2464
894,001070,대한방직,2461
895,311690,천랩,2460
896,054780,키이스트,2456
897,094280,효성ITX,2456
898,264450,유비쿼스,2453
899,096240,청담러닝,2452
900,096760,JW홀딩스,2443
901,012700,리드코프,2438
902,220100,퓨쳐켐,2435
903,000680,LS네트웍스,2435
904,013720,CBI,2431
905,000540,흥국화재,2425
906,228760,지노믹트리,2418
907,004380,삼익THK,2415
908,092130,이크레더블,2414
909,004560,현대비앤지스틸,2412
910,036890,진성티이씨,2405
911,021080,에이티넘인베스트,2404
912,014620,성광벤드,2402
913,000490,대동,2396
914,058630,엠게임,2394
915,067280,멀티캠퍼스,2394
916,092070,디엔에프,2389
917,049180,셀루메드,2388
918,005945,NH투자증권우,2387
919,101530,해태제과식품,2384
920,200670,휴메딕스,2383
921,003960,사조대림,2382
922,040910,아이씨디,2375
923,053280,예스24,2375
924,256940,케이피에스,2372
925,014280,금강공업,2366
926,288330,브릿지바이오테라퓨틱스,2361
927,049950,미래컴퍼니,2358
928,322000,현대에너지솔루션,2352
929,099750,이지케어텍,2343
930,058610,에스피지,2339
931,161580,필옵틱스,2338
932,013030,하이록코리아,2327
933,101140,인바이오젠,2327
934,251970,펌텍코리아,2325
935,089140,넥스턴바이오,2325
936,244920,에이플러스에셋,2317
937,174900,앱클론,2314
938,086960,한컴MDS,2313
939,273640,와이엠텍,2313
940,005389,현대차3우B,2304
941,142760,바이오리더스,2301
942,002100,경농,2293
943,090350,노루페인트,2290
944,333620,엔시스,2290
945,077970,STX엔진,2287
946,123420,선데이토즈,2287
947,023450,동남합성,2281
948,400760,NH올원리츠,2278
949,004360,세방,2278
950,011760,현대코퍼레이션,2275
951,096040,이트론,2271
952,018470,조일알미늄,2263
953,010955,S-Oil우,2260
954,234080,JW생명과학,2256
955,078350,한양디지텍,2256
956,290550,디케이티,2255
957,244460,올리패스,2252
