,index,날짜,시가,고가,저가,종가,거래량,거래대금,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch
687,687,2003-10-21,479.9,481.7,475.6,478.0,371204963,1139300829150,0.20920502092050208,478.71999999999997,465.965,482.56666666666666,99.84959893048129,102.58281201377785,99.0536713407474,11.135730779745336,488.23646155949064,443.6935384405093,477.8333333333333,177374104820,0,1.3768081091467061,57.926767577420954,0
688,688,2003-10-22,479.7,479.9,474.1,474.2,379868315,1087353954435,-0.8013496415014787,477.28000000000003,466.5,482.34333333333336,99.3546765001676,101.65058949624866,98.31171433902544,11.267325839697593,489.0346516793952,443.9653483206048,476.0,0,180817317940,1.3129522128963844,56.76521138550656,0
689,689,2003-10-23,467.0,469.1,458.1,459.0,356627216,853182192750,-3.3115468409586035,472.74000000000007,466.09499999999997,481.865,97.09353978931335,98.47777813535868,95.25489504321749,11.389536980516244,488.8740739610325,443.31592603896746,461.3666666666666,0,164535909888,0.9893744304374943,49.73294193893482,0
690,690,2003-10-24,459.7,464.9,455.3,459.9,346197295,743853172790,0.1956947162426565,469.62,466.245,481.3616666666667,97.93024147182828,98.63912749734581,95.54146743439617,11.28130614867008,488.80761229734014,443.68238770265987,458.3,0,158662220298,0.7670710773949058,43.409180717606205,0
691,691,2003-10-27,461.8,463.8,459.5,463.7,309210255,723434245990,0.8194953633814992,466.96000000000004,466.88,480.6933333333333,99.30186739763576,99.31888279643591,96.46482858093864,10.721576867480222,488.32315373496044,445.43684626503955,461.6666666666667,142752067725,0,0.7636923859164048,43.30077013512731,0
692,692,2003-10-28,463.8,468.5,463.6,468.5,371418710,1044653021675,1.0245464247598743,465.06000000000006,467.88,480.14833333333337,100.73968950242977,100.13251261007096,97.57401358607929,9.81108932194513,487.50217864389026,448.25782135610973,465.3,172821125763,0,1.0312240111607827,50.76860087782585,0
693,693,2003-10-29,474.1,474.5,465.4,465.4,386876405,939052941245,-0.6660936828534643,463.3,468.71999999999997,479.66,100.45327001942586,99.29168800136542,97.02706083475793,8.733516805299699,486.18703361059937,451.25296638940057,468.3,181174220461,0,1.381374132059276,58.00743837192616,0
694,694,2003-10-30,468.7,469.6,465.9,468.4,374085594,912866927305,0.6404782237403929,465.18,469.54499999999996,479.245,100.69220516789198,99.75614690817707,97.73706559275527,7.789295961634095,485.1235919232681,453.9664080767318,467.6666666666667,0,174947362794,1.0463662968736396,51.13289338630322,0
695,695,2003-10-31,469.3,469.5,462.0,463.8,363476803,858441111105,-0.9918068132815795,465.9599999999999,469.775,478.6983333333333,99.53644089621429,98.72811452290992,96.8877407135322,7.53139918495848,484.8377983699169,454.71220163008303,465.0333333333333,0,169028829288,0.7963865228108652,44.33269303115974,0
696,696,2003-11-03,463.9,466.9,463.4,466.4,352705683,773542307230,0.557461406518003,466.5,469.83000000000004,478.3833333333333,99.97856377277598,99.26994870485068,97.49503536215727,7.50095432518134,484.8319086503627,454.82809134963736,464.5666666666666,0,163855303465,0.5788199221697943,36.66155424326759,0
697,697,2003-11-04,470.5,470.7,460.6,462.3,422253219,1064504751915,-0.8868699978368951,465.26000000000005,469.73999999999995,477.9683333333333,99.36379658685466,98.41614510154555,96.72188882806044,7.583666659273905,484.9073333185478,454.5726666814521,464.4666666666667,0,196122545118,0.40439625123123696,28.795024970815888,0
698,698,2003-11-05,463.1,464.1,457.6,460.0,485483365,1150081015740,-0.5000000000000024,464.18,469.76000000000005,477.595,99.09948726787022,97.92234332425068,96.3159162051529,7.555994483227318,484.8719889664547,454.6480110335454,460.23333333333335,0,223435627351,0.3904559736051768,28.081146114450632,0
699,699,2003-11-06,461.5,461.7,449.1,449.6,410238703,950838832810,-2.313167259786472,460.41999999999996,469.02,477.01000000000005,97.64997176491032,95.8594516225321,94.25378922873733,8.740444406323533,486.5008888126471,451.5391111873529,453.40000000000003,0,186002227940,0.38102585501441116,27.59005949316098,0
700,700,2003-11-07,450.6,457.0,449.0,457.0,404730569,997872646335,1.6192560175054656,459.06000000000006,468.37,476.6,99.55125691630722,97.57243205158315,95.88753671842215,9.138069587634515,486.646139175269,450.093860824731,452.2,0,183019163301,0.37442323583030646,27.242207936343036,0
701,701,2003-11-10,456.5,460.8,456.0,457.1,433175832,925961070365,0.021877050973533742,457.2,467.4200000000001,476.1716666666667,99.97812773403325,97.79213555260792,95.99479179427588,9.27870226855281,485.9774045371057,448.86259546289443,456.5333333333333,197759206502,0,0.3857456095003268,27.836682783315425,0
702,702,2003-11-11,455.6,457.9,453.5,454.5,416810657,906214018675,-0.5720572057205771,455.64,466.1700000000001,475.695,99.74980247563866,97.49662140420875,95.54441396272823,9.249586050425803,484.66917210085165,447.6708278991485,454.5333333333333,0,189454337295,0.3839039426676711,27.740649537253418,0
703,703,2003-11-12,456.3,463.1,454.3,463.1,381420697,945797997055,1.857050313107325,456.26000000000005,465.25499999999994,475.27166666666665,101.49914522421426,99.53681314547937,97.4390085670301,8.541753486875155,482.33850697375027,448.1714930262496,457.90000000000003,174652537156,0,0.5285159997931962,34.57706689787369,0
704,704,2003-11-13,468.8,470.2,467.9,469.7,426677010,1069372585425,1.4051522248243487,460.28000000000003,464.65500000000003,474.9733333333333,102.04658034240026,101.08575179434203,98.88976223226568,7.706420767878836,480.0678415357577,449.2421584642424,468.8,200026182288,0,0.7195707917931733,41.845953375539885,0
705,705,2003-11-14,469.0,471.2,467.8,469.0,396557392,868785603375,-0.14925373134328115,462.68,464.33000000000004,474.60833333333335,101.36595487161753,101.00575022074815,98.81832388109494,7.353989250311576,479.0379785006232,449.6220214993769,468.59999999999997,0,185826793891,0.5541889095770043,35.657757313931356,0
706,706,2003-11-17,468.7,471.2,467.4,467.9,330675321,872173550950,-0.2350929685830354,464.84000000000003,463.875,474.22333333333336,100.65829102486876,100.86769064942062,98.66659169027251,6.788603065278373,477.45220613055676,450.29779386944324,468.0,0,154756050228,0.4126107324728448,29.209089453153823,0
707,707,2003-11-18,470.1,475.2,467.1,475.1,395892816,948123259505,1.5154704272784771,468.96000000000004,463.73,474.01166666666666,101.30928010917775,102.45185776205983,100.22960053725822,6.495674674169205,476.72134934833844,450.7386506516616,470.7666666666667,186373141345,0,0.41545719741405224,29.351448999875473,0
708,708,2003-11-19,469.1,469.2,460.9,460.9,372426277,959020870085,-3.080928617921468,468.52,463.06499999999994,473.49,98.37360198070519,99.53246304514487,97.34102092969228,6.0316075363571695,475.1282150727143,451.0017849272856,463.6333333333334,0,172669236226,0.41597604380451686,29.377336263885596,0
709,709,2003-11-20,463.6,465.7,458.3,459.7,382437811,769612334530,-0.2610398085708046,466.52,463.1,472.995,98.53811197805025,99.26581731807384,97.18918804638527,6.008765526865837,475.1175310537317,451.08246894626836,460.53333333333336,0,176125359892,0.4143640520533855,29.296845564747514,0
710,710,2003-11-21,455.9,460.8,455.5,456.7,344213808,712541509880,-0.6568863586599518,464.05999999999995,462.93999999999994,472.3733333333333,98.41399818988926,98.65209314381994,96.68200293553123,6.139638254302344,475.21927650860465,450.66072349139523,456.0333333333333,0,156972970241,0.4159272048739445,29.374900308591293,0
711,711,2003-11-24,454.2,457.1,438.1,438.1,347250661,702872778325,-4.2456060260214485,458.1,461.65999999999997,471.54333333333335,95.63414101724514,94.89667720833515,92.90768610873515,8.27134559147952,478.20269118295903,445.1173088170409,443.4666666666667,0,153994093131,0.42575877265208284,29.86190797620837,0
712,712,2003-11-25,445.2,448.2,444.3,448.2,359236206,694615533785,2.2534582775546554,452.71999999999997,460.645,470.875,99.00159038699418,97.298353395782,95.18449694717282,8.62575549698018,477.89651099396036,443.3934890060396,445.90000000000003,160183424255,0,0.5895448831078015,37.088910755080526,0
713,713,2003-11-26,448.6,455.3,448.5,454.9,429934923,863908425345,1.4728511760826533,451.52,460.12,470.36499999999995,100.74858256555635,98.86551334434495,96.71212781563254,8.640638377914696,477.4012767558294,442.83872324417064,450.6666666666667,193757338632,0,0.8105603414069409,44.76847983851645,0
714,714,2003-11-27,458.3,458.3,453.2,453.5,395179873,783705462645,-0.3087100330760699,450.28000000000003,459.375,469.6666666666667,100.71511059785021,98.72108843537416,96.55784244144783,8.530803318685763,476.43660663737154,442.31339336262846,455.0,179806842215,0,1.0863673992243292,52.069803220095345,0
715,715,2003-11-28,455.2,458.4,455.2,458.4,384145717,719487983490,1.0689354275741663,450.62,459.105,468.88500000000005,101.7265101415827,99.84644035678112,97.76384401292427,8.468609219004279,476.0422184380086,442.16778156199143,456.26666666666665,175272885809,0,1.0674681366599825,51.63166085763668,0
716,716,2003-12-01,461.6,469.4,460.0,468.5,353470738,915379404145,2.1558164354322353,456.7,459.2099999999999,468.21500000000003,102.58375301072915,102.02303956795366,100.06086947235777,8.576154211041981,476.36230842208386,442.057691577916,463.3666666666666,163786557631,0,1.4333651098776325,58.9046462472585,0
717,717,2003-12-02,474.1,474.7,470.1,470.8,385895499,956345940575,0.48853016142736005,461.21999999999997,459.63500000000005,467.635,102.07709986557391,102.42910135215986,100.67680990516108,8.940226948667467,477.51545389733496,441.75454610266513,471.6666666666667,182014043695,0,1.440724081224445,59.028551908320296,0
718,718,2003-12-03,471.6,473.5,467.2,471.7,400285438,907499663395,0.19079923680304797,464.5799999999999,460.21999999999997,467.14666666666665,101.53256704980845,102.4944591717005,100.97471172508277,9.33925501362243,478.8985100272448,441.54148997275513,470.1666666666667,0,188200870099,1.0442968867984797,51.083425971162434,0
719,719,2003-12-04,472.3,474.9,471.8,473.7,398540094,903362971130,0.42220814861726835,468.62,461.425,466.76666666666665,101.08403397208825,102.66023730833828,101.48539598657432,9.4509746085566,480.3269492171132,442.5230507828868,472.59999999999997,188350048424,0,1.4256684884276278,58.77425110765148,0
720,720,2003-12-05,475.3,475.7,470.8,470.8,382308567,926167294455,-0.6159728122344896,471.1,462.11499999999995,466.475,99.93631925281257,101.87940231327701,100.9271665148186,9.613273444292641,481.34154688858524,442.88845311141466,472.3,0,180564336194,1.389894935722182,58.157156406634314,0
721,721,2003-12-08,469.6,473.2,468.9,469.0,416505995,841483988725,-0.38379530916844595,471.2,462.7099999999999,466.09333333333336,99.53310696095076,101.35938276674376,100.62362330863633,9.654717963064657,482.01943592612923,443.4005640738706,469.1666666666667,0,195410729320,1.0157144822047741,50.389799307975046,0
722,722,2003-12-09,473.6,473.9,468.2,468.8,466722548,862845686360,-0.042662116040953206,470.8,463.425,465.70166666666665,99.5751911639762,101.15984247720775,100.66530432573072,9.543577338713735,482.5121546774275,444.33784532257255,470.2,219452942069,0,1.3912946873930687,58.18164924331532,0
723,723,2003-12-10,464.4,467.7,464.2,466.2,426055702,721370156145,-0.5577005577005626,469.7,463.58000000000004,465.19666666666666,99.2548435171386,100.56516674576123,100.21567939007873,9.563174984723013,482.7063499694461,444.453650030554,464.93333333333334,0,198087497716,1.3628238176477054,57.67775859837304,0
724,724,2003-12-11,467.5,471.4,467.5,468.2,397421065,778173784255,0.42716787697565145,468.6,463.505,464.725,99.91463935125905,101.01293405680629,100.74775404809296,9.518429492251231,482.5418589845025,444.4681410154975,467.73333333333335,185887079469,0,1.7991788493875658,64.27523735331201,0
725,725,2003-12-12,474.3,474.9,468.8,471.1,460670212,978538336450,0.6155805561451992,468.66,463.61,464.45166666666665,100.52063329492596,101.61558206250945,101.43143707095466,9.593523034291666,482.79704606858337,444.42295393141666,471.40000000000003,217159937936,0,2.447541123660013,70.99381953308304,0
726,726,2003-12-15,477.4,477.7,473.8,476.0,479727146,951697785705,1.0294117647058776,470.06000000000006,464.01500000000004,464.3233333333334,101.26366846785515,102.58289063931123,102.5147705980746,9.948566413467347,483.91213282693474,444.11786717306535,475.73333333333335,228222194257,0,2.536799990118892,71.72585380022056,0
727,727,2003-12-16,471.0,471.5,466.5,467.0,539162204,951335812725,-1.9271948608137044,469.7,463.61,464.435,99.42516499893549,100.73121804965379,100.55228395792737,9.633434103710753,482.8768682074215,444.3431317925785,468.1666666666667,0,252417771839,1.7147775307584587,63.164569152721015,0
728,728,2003-12-17,468.8,469.5,462.3,463.4,527711645,1010642788975,-0.7768666378938331,469.14,463.735,464.43333333333334,98.7764846314533,99.92776046664581,99.7775066389148,9.612616435487325,482.96023287097466,444.50976712902536,464.8333333333333,0,245297962984,1.2382313364579285,55.32186580934339,0
729,729,2003-12-18,463.1,464.4,459.1,460.4,446000532,848876847335,-0.6516072980017377,467.58000000000004,463.77,464.32166666666666,98.46443389366524,99.27334670202902,99.1553987357902,9.598415439348699,482.96683087869735,444.5731691213026,460.8666666666666,0,205546778514,0.94496641743636,48.58523051939943,0
730,730,2003-12-19,463.8,464.4,454.5,454.5,455392615,816396623695,-1.2981298129812933,464.26000000000005,463.66,464.28166666666664,97.89772972041527,98.0244144416167,97.89316111986618,9.695815700817635,483.0516314016353,444.26836859836476,457.59999999999997,0,208387660623,0.7294798492185148,42.179147074083495,0
731,731,2003-12-22,452.7,454.4,441.5,441.5,433002148,896645439470,-2.944507361268403,457.36,463.83000000000004,464.1233333333333,96.5322721707189,95.18573615333203,95.12557725317265,9.24332476063339,482.3166495212668,445.34335047873327,445.23333333333335,0,192786989694,0.5566357046407817,35.75889355366124,0
732,732,2003-12-23,444.1,445.3,435.5,435.5,489491224,866636001100,-1.377726750861079,451.06000000000006,463.195,463.90666666666664,96.55034806899303,94.02087673657962,93.87664185324634,10.695718523586855,484.5864370471737,441.80356295282627,438.3666666666666,0,214576636227,0.5488802366363255,35.437229015738396,0
733,733,2003-12-24,436.7,437.5,428.9,430.9,435349932,780723757050,-1.0675330703179446,444.55999999999995,461.995,463.6116666666667,96.92729890228541,93.26940767757226,92.94416663371283,12.812266942640505,487.61953388528104,436.37046611471897,432.1666666666667,0,188143728946,0.40876126315414246,29.015651824422505,0
734,734,2003-12-26,429.4,433.2,429.2,432.5,408619428,660706608225,0.36994219653179716,438.98,460.945,463.2883333333333,98.52385074490864,93.82898176572041,93.35439053433248,14.317213599793304,489.5794271995866,432.3105728004134,430.3666666666666,0,175856181163,0.4096880632188478,29.062320516737287,0
735,735,2003-12-29,430.4,440.5,430.4,440.5,358605196,655804728125,1.8161180476730987,436.18,460.05,462.9766666666667,100.99041680040351,95.75046190631453,95.14518370256239,15.026590466622048,490.1031809332441,429.9968190667559,433.76666666666665,155550980518,0,0.5349383276810228,34.85080266965545,0
736,736,2003-12-30,445.7,448.7,443.5,448.7,323053390,672403908205,1.8275016714954289,437.62,459.06000000000006,462.7,102.53187697088799,97.74321439463249,96.97428139183056,15.092675114246793,489.24535022849363,428.8746497715065,445.9666666666667,144071043493,0,0.4948650459951702,33.1043292048966,0
737,737,2004-01-02,452.7,452.8,449.7,451.4,288492700,537728708520,0.5981391227292842,440.8,458.09,462.48833333333334,102.40471869328493,98.5395882905106,97.60246204408759,14.920875521051942,487.9317510421039,428.24824895789607,451.26666666666665,130187139086,0,0.6304632983443162,38.66773934651161,0
738,738,2004-01-05,453.4,454.0,450.3,452.7,325147391,635082050050,0.28716589352772504,445.15999999999997,457.14,462.37333333333333,101.69377302542905,99.02874392964956,97.90789549570333,14.61035681681743,486.3607136336349,427.9192863663651,452.1333333333334,147009973717,0,0.607363601935883,37.78632297038355,0
739,739,2004-01-06,457.2,457.3,447.0,447.3,353255925,802036133365,-1.2072434607645823,448.12,455.82,462.0883333333333,99.81701330000892,98.13084112149532,96.79967394401504,14.222909614198706,484.2658192283974,427.3741807716026,450.5,0,159141794212,0.4370105179691301,30.411086940876373,0
740,740,2004-01-07,447.6,449.7,445.7,446.1,353831199,763275569790,-0.2689979825151286,449.23999999999995,454.58500000000004,461.69,99.30104175941592,98.13346238877217,96.62327535792416,13.9229184402431,482.43083688048625,426.7391631195138,446.4666666666667,0,157973835980,0.28839091814008033,22.38380557326508,0
741,741,2004-01-08,447.4,450.5,444.1,444.1,361688884,822050734835,-0.45034902049088044,448.32000000000005,453.34,461.1566666666667,99.05870806566737,97.96179467949003,96.30132926626526,13.677195772871212,480.6943915457424,425.98560845425754,445.2,0,161023891156,0.3021996232864045,23.206858447995344,0
742,742,2004-01-09,448.6,454.3,447.9,453.0,350840476,1006443113870,1.9646799116997742,448.64,452.55,460.71500000000003,100.97182596291012,100.09943652635067,98.32542895282333,13.184660145669726,478.9193202913395,426.18067970866053,449.8333333333333,157819740787,0,0.4416390030524813,30.634507121225823,0
743,743,2004-01-12,453.9,458.9,452.7,458.0,349249620,935529283085,1.0917030567685588,449.7,452.14,460.325,101.84567489437404,101.29605874286725,99.49492206593168,12.861382425449152,477.8627648508983,426.41723514910166,454.8666666666666,158862010483,0,0.6128723347036134,37.998812523263766,0
744,744,2004-01-13,462.1,462.6,455.5,457.0,405086312,903267477070,-0.2188183807439825,451.64,451.5799999999999,459.9133333333333,101.18678593570101,101.20023030249348,99.36654732050967,12.359339106797266,476.2986782135945,426.86132178640537,458.2,185610548158,0,0.8636324896286723,46.34135187247946,0
745,745,2004-01-14,456.8,460.3,456.2,458.4,365397128,864594687030,0.3054101221640439,454.1,450.945,459.62833333333333,100.94692798942964,101.65319495725642,99.73275508835037,11.607006731370028,474.15901346274006,427.7309865372599,457.1333333333334,0,167035207113,0.8818061794632301,46.85956444859577,0
746,746,2004-01-15,458.4,459.3,449.8,450.0,384204649,861023007845,-1.8666666666666616,455.28000000000003,449.645,459.17833333333334,98.84027411702688,100.07895117259172,98.00113971695819,9.997551015858646,469.6401020317173,429.6498979682827,452.73333333333335,0,173942251423,0.9120919880100644,47.70126090844033,0
747,747,2004-01-16,450.5,451.1,445.0,445.4,326665998,719207748550,-1.0327795240233548,453.76000000000005,448.56499999999994,458.635,98.15761636107192,99.29441663972892,97.11426297600488,9.155284640086746,466.8755692801734,430.2544307198265,446.9666666666667,0,146008812239,0.9457743080148634,48.6065780660744,0
748,748,2004-01-19,448.2,449.3,441.5,441.5,313378126,685535549930,-0.8833522083805158,450.46000000000004,447.46999999999997,458.09,98.01092216845002,98.66583234630255,96.3784409177236,8.579111719381915,464.6282234387638,430.3117765612361,443.73333333333335,0,139056320443,0.9772947994368987,49.42585191217901,0
749,749,2004-01-20,441.4,446.1,440.0,445.7,267687310,604270619150,0.9423378954453643,448.2,446.73499999999996,457.8683333333333,99.44221329763498,99.76831902582069,97.34239464766073,8.024847924379815,462.7846958487596,430.6853041512403,442.3666666666666,0,118415943033,0.7554080848521475,43.03318934045887,0
750,750,2004-01-26,448.19,449.79,447.86,448.25,288020343,751838051105,0.5688789737869517,446.16999999999996,446.42249999999996,457.6741666666667,100.466190017258,100.40936556737172,97.9408567594486,7.825775142300151,462.0740502846003,430.77094971539964,448.09999999999997,129061915698,0,0.7431316643832417,42.631986990275806,0
751,751,2004-01-27,448.94,449.42,443.65,445.04,337428356,803355637660,-0.7212834801366124,445.178,446.5995,457.3631666666667,99.96900116357952,99.65080569951378,97.30560579320809,7.748229322269389,462.09595864453877,431.1030413554612,445.8766666666666,0,150451430612,0.5668872073875033,36.17919686335838,0
752,752,2004-01-28,444.24,448.02,441.46,441.46,365251548,879074567085,-0.8109454990259687,444.39,446.8974999999999,456.9125,99.34066923198091,98.78327804474182,96.61806144502503,7.405920728781974,461.7093414575639,432.08565854243597,442.3866666666667,0,161582414814,0.4114043339671947,29.1485808897025,0
753,753,2004-01-29,440.16,443.79,438.73,442.15,340344424,897227022795,0.15605563722718485,444.52,447.46000000000004,456.525,99.46684063709169,98.81330174764223,96.85121296752642,6.498567453390605,460.4571349067812,434.46286509321885,440.34666666666664,0,149869532626,0.4139051531206115,29.273898055119673,0
754,754,2004-01-30,444.43,445.73,439.69,441.45,336087644,789795292710,-0.15856835428700614,443.66999999999996,447.90749999999997,456.0758333333333,99.49962810196769,98.55829607675692,96.79311371829613,5.669445229422992,459.24639045884595,436.568609541154,441.8566666666666,148502566085,0,0.5703268084532102,36.318988212077244,0
755,755,2004-02-02,443.14,445.49,442.73,444.51,331917674,804093042420,0.6883984612269695,442.9219999999999,448.108,455.75433333333336,100.35852813813722,99.19706856382837,97.5328082453778,5.460757225201074,459.02951445040213,437.1864855495979,443.46000000000004,147192211712,0,0.7684667291536261,43.453841482299644,0
756,756,2004-02-03,445.88,446.39,436.84,437.81,365589900,935016840675,-1.530344213243185,441.476,447.5634999999999,455.2778333333333,99.16960378367115,97.82075616085764,96.16325855237847,5.9220651402374305,459.4076302804748,435.71936971952505,440.1766666666667,0,160924143549,0.5625956973990117,36.00391952540696,0
757,757,2004-02-04,437.92,440.75,437.0,437.45,438035365,934549618815,-0.08229511944222509,440.674,446.866,454.8636666666667,99.26839341554074,97.89288063983386,96.17167341716308,6.258385027847988,459.38277005569597,434.349229944304,437.4566666666667,0,191621490655,0.391535240829793,28.136925989478698,0
758,758,2004-02-05,436.7,441.0,434.71,436.87,441713420,1024962239010,-0.1327626067251091,439.61800000000005,446.07450000000006,454.4781666666667,99.37491185529254,97.93655544085124,96.12562979739766,6.478853435678223,459.0322068713565,433.1167931286436,436.0933333333333,0,192628277705,0.24250528457566328,19.517444922456235,0
759,759,2004-02-06,438.43,438.99,435.3,437.32,407881244,1045890108410,0.10289947864263893,438.79200000000003,445.57550000000003,454.2735,99.6645335375303,98.14722757422703,96.26799714269046,6.757820790831743,459.0911415816635,432.05985841833655,437.01666666666665,178250901648,0,0.38056633657046024,27.565958005020306,0
760,760,2004-02-09,440.61,441.06,438.91,439.78,342887663,826581097790,0.5593705943880986,437.846,445.25949999999995,453.9865,100.44170781507653,98.7693693228331,96.87072192675332,6.878686743462076,459.0168734869241,431.5021265130758,439.76666666666665,150790564598,0,0.5343970005663308,34.82781837875662,0
761,761,2004-02-10,440.51,441.45,438.87,438.96,384290318,915409236695,-0.1868051758702372,438.076,445.00250000000005,453.68416666666667,100.20179146997323,98.64214245987381,96.7545337156355,7.018878958993081,459.0402579179862,430.9647420820139,439.44666666666666,0,168875099277,0.5258721888965583,34.463711490596424,0
762,762,2004-02-11,441.73,442.33,439.03,440.1,394084007,845557320595,0.2590320381731523,438.60599999999994,444.35749999999996,453.4441666666667,100.34062461525836,99.04187506680996,97.05715330626886,6.8355979023856275,458.0286958047712,430.68630419522873,440.2866666666667,173509933828,0,0.716417475960661,41.739115686857566,0
763,763,2004-02-12,443.06,443.53,437.09,437.47,379278283,752681796735,-0.601184081194138,438.726,443.331,453.017,99.71371653378192,98.67796296672239,96.5681199601781,6.190095569276722,455.7111911385535,430.95080886144655,439.20666666666665,0,166581550415,0.690714823797064,40.853419753298994,0
764,764,2004-02-13,438.39,443.11,438.39,442.91,335967907,789906677105,1.2282405003273797,439.84399999999994,442.62649999999996,452.5705,100.69706532316005,100.06404948641803,97.86541544356074,5.2887052190133375,453.20391043802664,432.0490895619733,439.8966666666667,147791162396,0,0.7046654928601053,41.3374644944452,0
765,765,2004-02-16,442.96,446.83,442.96,446.13,369386927,880888524745,0.7217627149037209,441.11400000000003,442.01300000000003,452.18933333333337,101.1371210163359,100.93142056907827,98.66000082561285,3.8891293842325414,449.7912587684651,434.23474123153494,444.01666666666665,164013952036,0,0.9311866283450531,48.2183655726242,0
766,766,2004-02-17,448.22,448.95,444.01,444.88,432359223,985379741175,-0.2809746448480489,442.29799999999994,441.75699999999995,451.8056666666667,100.5837693139015,100.7069497483911,98.4671138107313,3.483026663079274,448.7230533261585,434.7909466738414,445.7033333333334,192703946888,0,1.264197108267345,55.83423385054845,0
767,767,2004-02-18,447.54,448.21,445.77,448.02,429813268,920720726250,0.7008615686799666,443.88199999999995,441.88800000000003,451.3543333333334,100.93222973673184,101.38768194655658,99.26126036971691,3.6714296654509364,449.2308593309019,434.54514066909815,447.10999999999996,192173810255,0,1.6975666239974636,62.92955320902798,0
768,768,2004-02-19,448.85,449.54,444.37,445.67,419002788,853766635755,-0.5272959813314708,445.52200000000005,442.0965,451.10049999999995,100.03321945942064,100.80830768847979,98.79616626450205,3.7654387804619187,449.62737756092383,434.56562243907615,446.2966666666667,0,186999547608,1.2611357358201132,55.77443741397947,0
769,769,2004-02-20,444.67,444.94,442.4,443.31,363204913,747616507260,-0.5323588459543015,445.602,441.97700000000003,450.82733333333334,99.4856396515276,100.3015994044939,98.33254712447189,3.6820604927898763,449.3411209855798,434.6128790144203,443.46,0,161066850718,0.9760211921743907,49.39325529704407,0
770,770,2004-02-23,443.49,445.52,442.44,443.89,404551290,728285730750,0.13066300209511006,445.154,441.759,450.6138333333334,99.71605332087321,100.48238971928131,98.50785021764754,3.410142611454544,448.5792852229091,434.9387147770909,443.27333333333337,0,179326798822,0.961618668655171,49.02169234117398,0
771,771,2004-02-24,441.31,442.08,433.52,433.68,411041615,783761329465,-2.3542704298099935,442.91399999999993,441.191,450.54016666666666,97.91517089096304,98.29756273360066,96.25778833629705,3.762734028243044,448.71646805648606,433.6655319435139,436.17,0,179284021214,0.9712269490670519,49.27017406730955,0
772,772,2004-02-25,432.75,435.75,428.93,428.93,400964472,735746741330,-1.1074068029748445,439.096,440.56450000000007,450.219,97.68478874779092,97.35918350207517,95.27141235709733,4.653323062628543,449.87114612525716,431.257853874743,430.2033333333334,0,172496252402,0.9873246607772084,49.681095407485294,0
773,773,2004-02-26,430.75,431.76,424.57,424.57,344645205,687168504155,-1.0269213557246188,434.87600000000003,439.68549999999993,449.7135,97.63012904828042,96.56220184654714,94.4089959496435,5.8457015020871035,451.37690300417415,427.9940969958257,426.62999999999994,0,147035983809,0.7498044981828392,42.85075841109715,0
774,774,2004-02-27,424.23,428.68,424.23,428.68,309257891,583243058335,0.9587571148642375,431.95,439.047,449.29983333333337,99.24296793610372,97.63874938218459,95.41067416376369,6.320918570731389,451.6888371414628,426.40516285853727,425.71333333333337,0,131655207637,0.5827230874343182,36.817753658913546,0
775,775,2004-03-02,431.16,432.42,430.39,430.64,274842001,583950650310,0.455136540962284,429.3,438.3535,448.83716666666663,100.31213603540647,98.24034711710982,95.94570859587905,6.44956406106758,451.25262812213515,425.45437187786484,430.73,118382695090,0,0.7464066800671977,42.739568543019864,0
776,776,2004-03-03,431.17,435.82,431.05,434.77,265042729,698776457810,0.9499275478988881,429.51800000000003,438.2015,448.275,101.22276598419622,99.21691276729997,96.98734036026993,6.4986826801909645,451.19886536038194,425.2041346396181,432.33,114585923028,0,0.7019171339925292,41.24273267911118,0
777,777,2004-03-04,437.07,437.75,436.09,437.64,314887868,650082098030,0.6557901471529121,431.25999999999993,438.21099999999996,447.7223333333333,101.47938598525252,99.86969747450429,97.74808344755344,6.497665086614887,451.20633017322973,425.2156698267702,436.93333333333334,137585005791,0,0.9217281866491898,47.96350457118266,0
778,778,2004-03-05,439.95,441.15,439.37,440.21,283535590,687467172935,0.5838122714159135,434.38800000000003,438.378,447.1975,101.3402764348923,100.41790418314787,98.43749126504508,6.504303514550468,451.3866070291009,425.36939297089907,439.8433333333333,124711239024,0,0.9017950078198543,47.4180973297242,0
779,779,2004-03-08,443.27,443.89,439.33,439.38,280326280,674920831800,-0.18890254449451138,436.52799999999996,438.48099999999994,446.6255,100.65333724297183,100.20502598744304,98.37772361855738,6.502978184034258,451.48695636806843,425.47504363193144,440.66,123528578544,0,0.8668294588974733,46.43324299207343,0
780,780,2004-03-09,436.91,439.05,436.91,438.08,310493851,630301417470,-0.2967494521548602,438.01599999999996,438.396,446.0801666666666,100.0146113383986,99.9279190503563,98.20656302062298,6.4962121756025075,451.388424351205,425.403575648795,437.3,0,135778961042,0.626886135528861,38.53288326936756,0
781,781,2004-03-10,436.69,438.57,433.15,433.4,327010880,642877031160,-1.079833871712046,437.742,438.11799999999994,445.4868333333333,99.00809152423116,98.92312116826974,97.28682591067974,6.589109515662395,451.2962190313247,424.93978096867517,434.41333333333324,0,142057886417,0.4310042423927397,30.119005214971992,0
