,index,날짜,시가,고가,저가,종가,거래량,거래대금,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch
28,28,2001-02-14,837.0,855.1,835.6,853.1,548166161,2958769678210,1.4418004923221273,826.0600000000001,803.3750000000001,751.3896551724138,103.27336997312544,106.18951299206472,113.53629826115291,32.069183026700124,867.5133660534003,739.2366339465999,841.9,461501090945,0,3.292460876935375,76.70334037583692,0
29,29,2001-02-15,869.1,886.8,861.2,873.8,640430185,3941778564570,2.368963149462112,841.22,808.8050000000001,755.4699999999999,103.87294643493972,108.03592955038606,115.66309714482377,34.37629959265832,877.5575991853167,740.0524008146834,868.0333333333334,555914748252,0,3.404928325691599,77.29815501951455,0
30,30,2001-02-16,885.1,896.1,859.7,863.2,622219564,4002701813560,-1.2279888785912776,852.4,813.11,758.9451612903225,101.26701079305491,106.16029811464625,113.73680787850711,35.56744371797851,884.244887435957,741.975112564043,869.3333333333334,540916207637,0,5.44888887615553,84.49345276056076,0
31,31,2001-02-19,853.4,872.9,852.4,872.9,537446396,2956379233600,1.1112384007331806,860.76,819.25,762.50625,101.41038152330499,106.54867256637168,114.47775018237553,34.70659727972237,888.6631945594447,749.8368054405553,859.5666666666666,0,461971007121,3.2910919495596676,76.69590836657287,0
32,32,2001-02-20,884.9,888.0,864.8,876.5,644275433,3304725000310,0.41072447233314574,867.9,825.7949999999998,765.9606060606061,100.99089756884435,106.14014374027454,114.43147246278191,32.34917187583976,890.4933437516794,761.0966562483203,875.4,563998714048,0,6.397331850178971,86.48161228597841,0
33,33,2001-02-21,861.6,870.0,850.8,852.5,609052513,2677563445600,-2.8152492668621703,867.78,829.8149999999999,768.5058823529412,98.23918504690128,102.733741858125,110.929534773357,30.25306030626865,890.3211206125372,769.3088793874626,854.9666666666667,0,520719596864,3.5452834746064856,77.99917198593259,0
34,34,2001-02-22,837.9,837.9,787.3,801.8,530446375,2658342832440,-6.3232726365677285,853.3799999999999,828.2450000000001,769.4571428571429,93.95579929222622,96.80710417811153,104.20333444729121,30.876485261526355,889.9979705230528,766.4920294769474,809.0,0,429131117375,2.4635097958128367,71.12755387009626,0
35,35,2001-02-23,790.5,812.9,790.5,805.7,423758159,2035925378100,0.48405113565844493,841.8800000000001,828.51,770.463888888889,95.70247541217275,97.24686485377364,104.57336308933651,30.64681489417596,889.8036297883519,767.216370211648,795.5666666666666,0,337127866028,2.475340768103894,71.22584325606756,0
36,36,2001-02-26,816.2,820.1,809.2,812.5,391375510,1897212817520,0.8369230769230714,829.8,828.4449999999999,771.6,97.91516027958545,98.07530976709377,105.3006739243131,30.68101547417077,889.8070309483414,767.0829690516584,812.6333333333333,318044785276,0,2.4356771669336617,70.89365643476629,0
37,37,2001-02-27,824.1,826.5,779.6,781.2,437820910,2038874022740,-4.006656426011259,810.74,826.125,771.8526315789474,96.35641512692109,94.56196096232411,101.2110301939285,32.45150024915708,891.0280004983142,761.2219995016858,794.9666666666667,0,348053029419,1.8718274471072167,65.17896641014079,0
38,38,2001-02-28,763.7,774.9,756.0,767.6,325449114,1540929707250,-1.7717561229807222,793.76,822.325,771.7435897435897,96.70429348921589,93.34508862067918,99.46308724832215,34.67131189356756,891.6676237871352,752.9823762128649,762.4333333333334,0,248133252817,1.538556624489948,60.6075361741863,0
39,39,2001-03-02,764.1,765.4,719.0,719.9,329388991,1528884593730,-6.625920266703715,777.38,816.97,770.4475,92.60593274846278,88.11829075731055,93.43920254138017,41.50802205281319,899.9860441056264,733.9539558943736,734.3333333333334,0,241881315724,1.2731492407639124,56.008167784709954,0
40,40,2001-03-05,697.2,743.2,685.9,743.2,391885551,1935978115430,3.1350914962325174,764.88,812.8,769.7829268292684,97.16556845518252,91.43700787401576,96.5466983089943,44.56627235453878,901.9325447090775,723.6674552909224,708.7666666666668,0,277755415697,1.0165027474986164,50.40919228895392,0
41,41,2001-03-06,746.7,756.7,734.8,735.2,413298465,2281937408880,-1.0881392818280737,749.4200000000001,810.575,768.9595238095238,98.10253262523018,90.70104555408199,95.60971380622549,47.330883152546164,905.2367663050924,715.9132336949077,738.9,305386235788,0,0.9584571497732184,48.93939854054014,0
42,42,2001-03-07,752.4,760.3,742.3,753.5,346684337,1814985946600,2.428666224286656,743.88,808.3900000000001,768.6,101.29321933645213,93.20996053884882,98.03538901899557,48.961433802534586,906.3128676050693,710.4671323949309,749.4,259805242147,0,0.8880516143654774,47.0353462590019,0
43,43,2001-03-08,767.2,781.4,765.6,780.0,428494597,2323609519210,3.3974358974358974,746.36,808.49,768.8590909090909,104.50720831770191,96.476146891118,101.44901832112517,48.898099198876174,906.2861983977524,710.6938016022476,770.9333333333334,330340767980,0,0.8093109910469927,44.73034182911083,0
44,44,2001-03-09,768.9,775.0,763.1,765.6,341008368,1821930126640,-1.8808777429467054,755.5,806.8700000000001,768.7866666666667,101.33686300463269,94.88517357195086,99.58549402521722,49.79245451186117,906.4549090237225,707.2850909762777,765.8666666666667,0,261166942105,0.5686532707052109,36.2510493124822,0
45,45,2001-03-12,739.7,747.6,723.3,723.3,301671255,1584427036240,-5.848195769390304,751.5200000000001,802.67,767.7978260869564,96.24494358100914,90.11175202760786,94.20448657510045,53.18163612613476,909.0332722522695,696.3067277477304,728.7666666666668,0,219847954935,0.6163969693663807,38.1340092222522,0
46,46,2001-03-13,690.6,707.8,677.3,685.7,364983659,1812531789820,-5.483447571824399,741.62,795.4,766.0510638297873,92.45975027642189,86.20819713351774,89.51100421059648,58.738537515617864,912.8770750312357,677.9229249687643,684.5333333333334,0,249843480707,0.38727144685831033,27.91605404517955,0
47,47,2001-03-14,716.0,720.6,712.7,720.4,350617807,1775318465120,4.816768461965566,735.0,789.38,765.1,98.01360544217687,91.26149636423521,94.15762645405829,59.9969876436788,909.3739752873576,669.3860247126424,716.3666666666667,251170909674,0,0.5605745752897981,35.921037300360965,0
48,48,2001-03-15,685.2,716.1,682.8,712.4,395765655,1913510253290,-1.1229646266142617,721.4799999999999,782.345,764.0244897959183,98.74147585518656,91.05957090541897,93.24308441870653,60.379932837604535,903.1048656752091,661.5851343247909,693.4666666666667,0,274450289554,0.5958475550968101,37.33737305883604,0
49,49,2001-03-16,715.5,723.2,707.5,713.8,322962097,1622284943100,0.19613337069206743,711.12,774.345,763.02,100.37687028912138,92.18113373238026,93.54931718696757,58.18454736982597,890.714094739652,657.9759052603481,712.2666666666668,230035136289,0,0.7989994644691547,44.413546543490604,0
50,50,2001-03-19,706.6,722.3,706.6,713.3,332842388,1587529511770,-0.07009673349221926,709.1200000000001,766.85,762.0450980392158,100.58946299638987,93.01688726608853,93.60338408256419,55.73960606436381,878.3292121287277,655.3707878712723,708.8333333333334,0,235929779360,0.5840909603147383,36.87231194089302,0
51,51,2001-03-20,730.2,731.6,711.3,713.5,358662346,1707211057220,0.028030833917315413,714.68,758.88,761.1115384615385,99.83489114009068,94.02013493569471,93.74447291158174,50.96973921641549,860.8194784328309,656.9405215671691,718.3333333333334,257639118543,0,0.8135244159675534,44.8587517656067,0
